Quarter,Garda Division,Type of Offence,VALUE
2007Q4,Roscommon-Longford Garda Division,Public order and other social code offences,211.0
2007Q4,Roscommon-Longford Garda Division,Road and traffic offences,599.0
2007Q4,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",2.0
2007Q4,Roscommon-Longford Garda Division,Sexual offences,9.0
2007Q4,Roscommon-Longford Garda Division,Theft and related offences,262.0
2007Q4,Roscommon-Longford Garda Division,Weapons and explosives offences,18.0
2008Q1,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",102.0
2008Q1,Roscommon-Longford Garda Division,Burglary and related offences,124.0
2008Q1,Roscommon-Longford Garda Division,Controlled drug offences,54.0
2008Q1,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,116.0
2008Q1,Roscommon-Longford Garda Division,Dangerous or negligent acts,292.0
2008Q1,Roscommon-Longford Garda Division,"Fraud, deception and related offences",38.0
2008Q1,Roscommon-Longford Garda Division,Homicide & related offences,1.0
2008Q1,Roscommon-Longford Garda Division,Kidnapping and related offences,0.0
2008Q1,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",29.0
2008Q1,Roscommon-Longford Garda Division,Offences not elsewhere classified,17.0
2008Q1,Roscommon-Longford Garda Division,Public order and other social code offences,179.0
2008Q1,Roscommon-Longford Garda Division,Road and traffic offences,649.0
2008Q1,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",3.0
2008Q1,Roscommon-Longford Garda Division,Sexual offences,6.0
2008Q1,Roscommon-Longford Garda Division,Theft and related offences,207.0
2008Q1,Roscommon-Longford Garda Division,Weapons and explosives offences,9.0
2008Q2,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",107.0
2008Q2,Roscommon-Longford Garda Division,Burglary and related offences,114.0
2008Q2,Roscommon-Longford Garda Division,Controlled drug offences,53.0
2008Q2,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,111.0
2008Q2,Roscommon-Longford Garda Division,Dangerous or negligent acts,392.0
2008Q2,Roscommon-Longford Garda Division,"Fraud, deception and related offences",23.0
