Year,Garda Division,Type of Offence,VALUE
2015,Westmeath Garda Division,Road and traffic offences,1516.0
2015,Westmeath Garda Division,"Robbery, extortion and hijacking offences",24.0
2015,Westmeath Garda Division,Sexual offences,28.0
2015,Westmeath Garda Division,Theft and related offences,1125.0
2015,Westmeath Garda Division,Weapons and explosives offences,48.0
2016,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",300.0
2016,Westmeath Garda Division,Burglary and related offences,248.0
2016,Westmeath Garda Division,Controlled drug offences,809.0
2016,Westmeath Garda Division,Damage to property and to the environment  offences,402.0
2016,Westmeath Garda Division,Dangerous or negligent acts,734.0
2016,Westmeath Garda Division,"Fraud, deception and related offences",84.0
2016,Westmeath Garda Division,Homicide & related offences,3.0
2016,Westmeath Garda Division,Kidnapping and related offences,3.0
2016,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",276.0
2016,Westmeath Garda Division,Offences not elsewhere classified,21.0
2016,Westmeath Garda Division,Public order and other social code offences,688.0
2016,Westmeath Garda Division,Road and traffic offences,1388.0
2016,Westmeath Garda Division,"Robbery, extortion and hijacking offences",13.0
2016,Westmeath Garda Division,Sexual offences,40.0
2016,Westmeath Garda Division,Theft and related offences,989.0
2016,Westmeath Garda Division,Weapons and explosives offences,45.0
2017,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",316.0
2017,Westmeath Garda Division,Burglary and related offences,359.0
2017,Westmeath Garda Division,Controlled drug offences,981.0
2017,Westmeath Garda Division,Damage to property and to the environment  offences,418.0
2017,Westmeath Garda Division,Dangerous or negligent acts,818.0
2017,Westmeath Garda Division,"Fraud, deception and related offences",78.0
2017,Westmeath Garda Division,Homicide & related offences,0.0
2017,Westmeath Garda Division,Kidnapping and related offences,1.0
2017,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",262.0
2017,Westmeath Garda Division,Offences not elsewhere classified,30.0
2017,Westmeath Garda Division,Public order and other social code offences,628.0
2017,Westmeath Garda Division,Road and traffic offences,1311.0
2017,Westmeath Garda Division,"Robbery, extortion and hijacking offences",11.0
2017,Westmeath Garda Division,Sexual offences,53.0
2017,Westmeath Garda Division,Theft and related offences,1083.0
2017,Westmeath Garda Division,Weapons and explosives offences,37.0
2018,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",401.0
2018,Westmeath Garda Division,Burglary and related offences,247.0
2018,Westmeath Garda Division,Controlled drug offences,1072.0
2018,Westmeath Garda Division,Damage to property and to the environment  offences,304.0
2018,Westmeath Garda Division,Dangerous or negligent acts,627.0
2018,Westmeath Garda Division,"Fraud, deception and related offences",122.0
2018,Westmeath Garda Division,Homicide & related offences,1.0
2018,Westmeath Garda Division,Kidnapping and related offences,7.0
2018,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",395.0
2018,Westmeath Garda Division,Offences not elsewhere classified,44.0
2018,Westmeath Garda Division,Public order and other social code offences,610.0
2018,Westmeath Garda Division,Road and traffic offences,1047.0
2018,Westmeath Garda Division,"Robbery, extortion and hijacking offences",14.0
2018,Westmeath Garda Division,Sexual offences,66.0
2018,Westmeath Garda Division,Theft and related offences,856.0
2018,Westmeath Garda Division,Weapons and explosives offences,34.0
2019,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",449.0
2019,Westmeath Garda Division,Burglary and related offences,312.0
2019,Westmeath Garda Division,Controlled drug offences,1180.0
2019,Westmeath Garda Division,Damage to property and to the environment  offences,403.0
2019,Westmeath Garda Division,Dangerous or negligent acts,730.0
2019,Westmeath Garda Division,"Fraud, deception and related offences",155.0
2019,Westmeath Garda Division,Homicide & related offences,0.0
2019,Westmeath Garda Division,Kidnapping and related offences,3.0
2019,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",421.0
2019,Westmeath Garda Division,Offences not elsewhere classified,27.0
2019,Westmeath Garda Division,Public order and other social code offences,568.0
2019,Westmeath Garda Division,Road and traffic offences,977.0
2019,Westmeath Garda Division,"Robbery, extortion and hijacking offences",30.0
2019,Westmeath Garda Division,Sexual offences,63.0
2019,Westmeath Garda Division,Theft and related offences,1023.0
2019,Westmeath Garda Division,Weapons and explosives offences,48.0
2020,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",389.0
2020,Westmeath Garda Division,Burglary and related offences,148.0
2020,Westmeath Garda Division,Controlled drug offences,392.0
2020,Westmeath Garda Division,Damage to property and to the environment  offences,366.0
2020,Westmeath Garda Division,Dangerous or negligent acts,875.0
2020,Westmeath Garda Division,"Fraud, deception and related offences",146.0
2020,Westmeath Garda Division,Homicide & related offences,1.0
2020,Westmeath Garda Division,Kidnapping and related offences,2.0
2020,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",253.0
2020,Westmeath Garda Division,Offences not elsewhere classified,25.0
2020,Westmeath Garda Division,Public order and other social code offences,427.0
2020,Westmeath Garda Division,Road and traffic offences,813.0
2020,Westmeath Garda Division,"Robbery, extortion and hijacking offences",16.0
2020,Westmeath Garda Division,Sexual offences,63.0
2020,Westmeath Garda Division,Theft and related offences,658.0
2020,Westmeath Garda Division,Weapons and explosives offences,46.0
2021,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",442.0
2021,Westmeath Garda Division,Burglary and related offences,192.0
2021,Westmeath Garda Division,Controlled drug offences,290.0
2021,Westmeath Garda Division,Damage to property and to the environment  offences,344.0
2021,Westmeath Garda Division,Dangerous or negligent acts,891.0
2021,Westmeath Garda Division,"Fraud, deception and related offences",341.0
2021,Westmeath Garda Division,Homicide & related offences,1.0
2021,Westmeath Garda Division,Kidnapping and related offences,1.0
2021,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",241.0
2021,Westmeath Garda Division,Offences not elsewhere classified,21.0
2021,Westmeath Garda Division,Public order and other social code offences,569.0
2021,Westmeath Garda Division,Road and traffic offences,793.0
2021,Westmeath Garda Division,"Robbery, extortion and hijacking offences",21.0
2021,Westmeath Garda Division,Sexual offences,69.0
2021,Westmeath Garda Division,Theft and related offences,706.0
2021,Westmeath Garda Division,Weapons and explosives offences,37.0
2022,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",530.0
2022,Westmeath Garda Division,Burglary and related offences,216.0
2022,Westmeath Garda Division,Controlled drug offences,475.0
2022,Westmeath Garda Division,Damage to property and to the environment  offences,351.0
2022,Westmeath Garda Division,Dangerous or negligent acts,1285.0
2022,Westmeath Garda Division,"Fraud, deception and related offences",220.0
2022,Westmeath Garda Division,Homicide & related offences,5.0
2022,Westmeath Garda Division,Kidnapping and related offences,2.0
2022,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",241.0
2022,Westmeath Garda Division,Offences not elsewhere classified,31.0
2022,Westmeath Garda Division,Public order and other social code offences,613.0
2022,Westmeath Garda Division,Road and traffic offences,562.0
2022,Westmeath Garda Division,"Robbery, extortion and hijacking offences",29.0
2022,Westmeath Garda Division,Sexual offences,80.0
2022,Westmeath Garda Division,Theft and related offences,1102.0
2022,Westmeath Garda Division,Weapons and explosives offences,33.0
2023,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",547.0
2023,Westmeath Garda Division,Burglary and related offences,245.0
2023,Westmeath Garda Division,Controlled drug offences,330.0
2023,Westmeath Garda Division,Damage to property and to the environment  offences,450.0
2023,Westmeath Garda Division,Dangerous or negligent acts,1262.0
2023,Westmeath Garda Division,"Fraud, deception and related offences",99.0
2023,Westmeath Garda Division,Homicide & related offences,0.0
2023,Westmeath Garda Division,Kidnapping and related offences,2.0
2023,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",218.0
2023,Westmeath Garda Division,Offences not elsewhere classified,27.0
2023,Westmeath Garda Division,Public order and other social code offences,601.0
2023,Westmeath Garda Division,Road and traffic offences,707.0
2023,Westmeath Garda Division,"Robbery, extortion and hijacking offences",38.0
2023,Westmeath Garda Division,Sexual offences,73.0
2023,Westmeath Garda Division,Theft and related offences,1587.0
2023,Westmeath Garda Division,Weapons and explosives offences,58.0
2024,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",615.0
2024,Westmeath Garda Division,Burglary and related offences,254.0
2024,Westmeath Garda Division,Controlled drug offences,204.0
2024,Westmeath Garda Division,Damage to property and to the environment  offences,453.0
2024,Westmeath Garda Division,Dangerous or negligent acts,1095.0
2024,Westmeath Garda Division,"Fraud, deception and related offences",0.0
2024,Westmeath Garda Division,Homicide & related offences,2.0
2024,Westmeath Garda Division,Kidnapping and related offences,3.0
2024,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",202.0
2024,Westmeath Garda Division,Offences not elsewhere classified,32.0
2024,Westmeath Garda Division,Public order and other social code offences,659.0
2024,Westmeath Garda Division,Road and traffic offences,744.0
2024,Westmeath Garda Division,"Robbery, extortion and hijacking offences",38.0
2024,Westmeath Garda Division,Sexual offences,71.0
2024,Westmeath Garda Division,Theft and related offences,1457.0
2024,Westmeath Garda Division,Weapons and explosives offences,66.0
2025,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",502.0
2025,Westmeath Garda Division,Burglary and related offences,114.0
2025,Westmeath Garda Division,Controlled drug offences,186.0
2025,Westmeath Garda Division,Damage to property and to the environment  offences,323.0
2025,Westmeath Garda Division,Dangerous or negligent acts,604.0
2025,Westmeath Garda Division,"Fraud, deception and related offences",0.0
2025,Westmeath Garda Division,Homicide & related offences,1.0
2025,Westmeath Garda Division,Kidnapping and related offences,3.0
2025,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",155.0
2025,Westmeath Garda Division,Offences not elsewhere classified,28.0
2025,Westmeath Garda Division,Public order and other social code offences,431.0
2025,Westmeath Garda Division,Road and traffic offences,583.0
2025,Westmeath Garda Division,"Robbery, extortion and hijacking offences",18.0
2025,Westmeath Garda Division,Sexual offences,50.0
2025,Westmeath Garda Division,Theft and related offences,1088.0
2025,Westmeath Garda Division,Weapons and explosives offences,48.0
