Quarter,Garda Division,Type of Offence,VALUE
2007Q3,Laois-Offaly Garda Division,Dangerous or negligent acts,641.0
2007Q3,Laois-Offaly Garda Division,"Fraud, deception and related offences",39.0
2007Q3,Laois-Offaly Garda Division,Homicide & related offences,2.0
2007Q3,Laois-Offaly Garda Division,Kidnapping and related offences,1.0
2007Q3,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",34.0
2007Q3,Laois-Offaly Garda Division,Offences not elsewhere classified,19.0
2007Q3,Laois-Offaly Garda Division,Public order and other social code offences,354.0
2007Q3,Laois-Offaly Garda Division,Road and traffic offences,738.0
2007Q3,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",8.0
2007Q3,Laois-Offaly Garda Division,Sexual offences,13.0
2007Q3,Laois-Offaly Garda Division,Theft and related offences,386.0
2007Q3,Laois-Offaly Garda Division,Weapons and explosives offences,30.0
2007Q4,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",151.0
2007Q4,Laois-Offaly Garda Division,Burglary and related offences,211.0
2007Q4,Laois-Offaly Garda Division,Controlled drug offences,115.0
2007Q4,Laois-Offaly Garda Division,Damage to property and to the environment  offences,304.0
2007Q4,Laois-Offaly Garda Division,Dangerous or negligent acts,607.0
2007Q4,Laois-Offaly Garda Division,"Fraud, deception and related offences",52.0
2007Q4,Laois-Offaly Garda Division,Homicide & related offences,1.0
2007Q4,Laois-Offaly Garda Division,Kidnapping and related offences,2.0
2007Q4,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",57.0
2007Q4,Laois-Offaly Garda Division,Offences not elsewhere classified,16.0
2007Q4,Laois-Offaly Garda Division,Public order and other social code offences,317.0
2007Q4,Laois-Offaly Garda Division,Road and traffic offences,794.0
2007Q4,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",9.0
2007Q4,Laois-Offaly Garda Division,Sexual offences,10.0
2007Q4,Laois-Offaly Garda Division,Theft and related offences,384.0
2007Q4,Laois-Offaly Garda Division,Weapons and explosives offences,31.0
2008Q1,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",100.0
2008Q1,Laois-Offaly Garda Division,Burglary and related offences,223.0
2008Q1,Laois-Offaly Garda Division,Controlled drug offences,137.0
2008Q1,Laois-Offaly Garda Division,Damage to property and to the environment  offences,272.0
2008Q1,Laois-Offaly Garda Division,Dangerous or negligent acts,527.0
2008Q1,Laois-Offaly Garda Division,"Fraud, deception and related offences",36.0
2008Q1,Laois-Offaly Garda Division,Homicide & related offences,0.0
2008Q1,Laois-Offaly Garda Division,Kidnapping and related offences,2.0
2008Q1,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",55.0
2008Q1,Laois-Offaly Garda Division,Offences not elsewhere classified,27.0
2008Q1,Laois-Offaly Garda Division,Public order and other social code offences,333.0
2008Q1,Laois-Offaly Garda Division,Road and traffic offences,967.0
2008Q1,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",5.0
2008Q1,Laois-Offaly Garda Division,Sexual offences,9.0
2008Q1,Laois-Offaly Garda Division,Theft and related offences,343.0
2008Q1,Laois-Offaly Garda Division,Weapons and explosives offences,13.0
2008Q2,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",153.0
2008Q2,Laois-Offaly Garda Division,Burglary and related offences,142.0
2008Q2,Laois-Offaly Garda Division,Controlled drug offences,159.0
2008Q2,Laois-Offaly Garda Division,Damage to property and to the environment  offences,253.0
2008Q2,Laois-Offaly Garda Division,Dangerous or negligent acts,545.0
2008Q2,Laois-Offaly Garda Division,"Fraud, deception and related offences",37.0
2008Q2,Laois-Offaly Garda Division,Homicide & related offences,1.0
2008Q2,Laois-Offaly Garda Division,Kidnapping and related offences,0.0
2008Q2,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",58.0
2008Q2,Laois-Offaly Garda Division,Offences not elsewhere classified,36.0
2008Q2,Laois-Offaly Garda Division,Public order and other social code offences,334.0
2008Q2,Laois-Offaly Garda Division,Road and traffic offences,1290.0
2008Q2,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q2,Laois-Offaly Garda Division,Sexual offences,6.0
2008Q2,Laois-Offaly Garda Division,Theft and related offences,422.0
2008Q2,Laois-Offaly Garda Division,Weapons and explosives offences,19.0
2008Q3,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",175.0
2008Q3,Laois-Offaly Garda Division,Burglary and related offences,133.0
2008Q3,Laois-Offaly Garda Division,Controlled drug offences,382.0
2008Q3,Laois-Offaly Garda Division,Damage to property and to the environment  offences,320.0
2008Q3,Laois-Offaly Garda Division,Dangerous or negligent acts,478.0
2008Q3,Laois-Offaly Garda Division,"Fraud, deception and related offences",42.0
2008Q3,Laois-Offaly Garda Division,Homicide & related offences,0.0
2008Q3,Laois-Offaly Garda Division,Kidnapping and related offences,0.0
2008Q3,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",50.0
2008Q3,Laois-Offaly Garda Division,Offences not elsewhere classified,23.0
2008Q3,Laois-Offaly Garda Division,Public order and other social code offences,313.0
2008Q3,Laois-Offaly Garda Division,Road and traffic offences,934.0
2008Q3,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q3,Laois-Offaly Garda Division,Sexual offences,10.0
2008Q3,Laois-Offaly Garda Division,Theft and related offences,466.0
2008Q3,Laois-Offaly Garda Division,Weapons and explosives offences,16.0
2008Q4,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",168.0
2008Q4,Laois-Offaly Garda Division,Burglary and related offences,194.0
2008Q4,Laois-Offaly Garda Division,Controlled drug offences,144.0
2008Q4,Laois-Offaly Garda Division,Damage to property and to the environment  offences,308.0
2008Q4,Laois-Offaly Garda Division,Dangerous or negligent acts,810.0
2008Q4,Laois-Offaly Garda Division,"Fraud, deception and related offences",41.0
2008Q4,Laois-Offaly Garda Division,Homicide & related offences,3.0
2008Q4,Laois-Offaly Garda Division,Kidnapping and related offences,0.0
2008Q4,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",49.0
2008Q4,Laois-Offaly Garda Division,Offences not elsewhere classified,25.0
2008Q4,Laois-Offaly Garda Division,Public order and other social code offences,331.0
2008Q4,Laois-Offaly Garda Division,Road and traffic offences,924.0
2008Q4,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",12.0
2008Q4,Laois-Offaly Garda Division,Sexual offences,2.0
