Quarter,Garda Division,Type of Offence,VALUE
2007Q1,Galway Garda Division,Burglary and related offences,272.0
2007Q1,Galway Garda Division,Controlled drug offences,152.0
2007Q1,Galway Garda Division,Damage to property and to the environment  offences,422.0
2007Q1,Galway Garda Division,Dangerous or negligent acts,640.0
2007Q1,Galway Garda Division,"Fraud, deception and related offences",72.0
2007Q1,Galway Garda Division,Homicide & related offences,1.0
2007Q1,Galway Garda Division,Kidnapping and related offences,0.0
2007Q1,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",57.0
2007Q1,Galway Garda Division,Offences not elsewhere classified,54.0
2007Q1,Galway Garda Division,Public order and other social code offences,705.0
2007Q1,Galway Garda Division,Road and traffic offences,1008.0
2007Q1,Galway Garda Division,"Robbery, extortion and hijacking offences",14.0
2007Q1,Galway Garda Division,Sexual offences,23.0
2007Q1,Galway Garda Division,Theft and related offences,734.0
2007Q1,Galway Garda Division,Weapons and explosives offences,19.0
2007Q2,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",223.0
2007Q2,Galway Garda Division,Burglary and related offences,263.0
2007Q2,Galway Garda Division,Controlled drug offences,116.0
2007Q2,Galway Garda Division,Damage to property and to the environment  offences,457.0
2007Q2,Galway Garda Division,Dangerous or negligent acts,750.0
2007Q2,Galway Garda Division,"Fraud, deception and related offences",50.0
2007Q2,Galway Garda Division,Homicide & related offences,2.0
2007Q2,Galway Garda Division,Kidnapping and related offences,0.0
2007Q2,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",70.0
2007Q2,Galway Garda Division,Offences not elsewhere classified,46.0
2007Q2,Galway Garda Division,Public order and other social code offences,778.0
2007Q2,Galway Garda Division,Road and traffic offences,1101.0
2007Q2,Galway Garda Division,"Robbery, extortion and hijacking offences",7.0
2007Q2,Galway Garda Division,Sexual offences,14.0
2007Q2,Galway Garda Division,Theft and related offences,829.0
2007Q2,Galway Garda Division,Weapons and explosives offences,23.0
2007Q3,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",234.0
2007Q3,Galway Garda Division,Burglary and related offences,267.0
2007Q3,Galway Garda Division,Controlled drug offences,127.0
2007Q3,Galway Garda Division,Damage to property and to the environment  offences,426.0
2007Q3,Galway Garda Division,Dangerous or negligent acts,666.0
2007Q3,Galway Garda Division,"Fraud, deception and related offences",94.0
2007Q3,Galway Garda Division,Homicide & related offences,1.0
2007Q3,Galway Garda Division,Kidnapping and related offences,0.0
2007Q3,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",64.0
2007Q3,Galway Garda Division,Offences not elsewhere classified,46.0
2007Q3,Galway Garda Division,Public order and other social code offences,746.0
2007Q3,Galway Garda Division,Road and traffic offences,957.0
2007Q3,Galway Garda Division,"Robbery, extortion and hijacking offences",19.0
2007Q3,Galway Garda Division,Sexual offences,16.0
2007Q3,Galway Garda Division,Theft and related offences,887.0
2007Q3,Galway Garda Division,Weapons and explosives offences,20.0
2007Q4,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",254.0
2007Q4,Galway Garda Division,Burglary and related offences,299.0
2007Q4,Galway Garda Division,Controlled drug offences,120.0
2007Q4,Galway Garda Division,Damage to property and to the environment  offences,468.0
2007Q4,Galway Garda Division,Dangerous or negligent acts,475.0
2007Q4,Galway Garda Division,"Fraud, deception and related offences",69.0
2007Q4,Galway Garda Division,Homicide & related offences,1.0
2007Q4,Galway Garda Division,Kidnapping and related offences,1.0
2007Q4,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",80.0
2007Q4,Galway Garda Division,Offences not elsewhere classified,39.0
2007Q4,Galway Garda Division,Public order and other social code offences,804.0
2007Q4,Galway Garda Division,Road and traffic offences,1126.0
2007Q4,Galway Garda Division,"Robbery, extortion and hijacking offences",5.0
2007Q4,Galway Garda Division,Sexual offences,11.0
2007Q4,Galway Garda Division,Theft and related offences,704.0
2007Q4,Galway Garda Division,Weapons and explosives offences,32.0
2008Q1,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",249.0
2008Q1,Galway Garda Division,Burglary and related offences,259.0
2008Q1,Galway Garda Division,Controlled drug offences,128.0
2008Q1,Galway Garda Division,Damage to property and to the environment  offences,467.0
2008Q1,Galway Garda Division,Dangerous or negligent acts,601.0
2008Q1,Galway Garda Division,"Fraud, deception and related offences",75.0
2008Q1,Galway Garda Division,Homicide & related offences,2.0
2008Q1,Galway Garda Division,Kidnapping and related offences,1.0
2008Q1,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",81.0
2008Q1,Galway Garda Division,Offences not elsewhere classified,63.0
2008Q1,Galway Garda Division,Public order and other social code offences,885.0
2008Q1,Galway Garda Division,Road and traffic offences,1206.0
2008Q1,Galway Garda Division,"Robbery, extortion and hijacking offences",14.0
2008Q1,Galway Garda Division,Sexual offences,19.0
2008Q1,Galway Garda Division,Theft and related offences,694.0
2008Q1,Galway Garda Division,Weapons and explosives offences,15.0
2008Q2,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",270.0
2008Q2,Galway Garda Division,Burglary and related offences,214.0
2008Q2,Galway Garda Division,Controlled drug offences,167.0
2008Q2,Galway Garda Division,Damage to property and to the environment  offences,529.0
2008Q2,Galway Garda Division,Dangerous or negligent acts,562.0
