Quarter,Garda Division,Type of Offence,VALUE
2006Q4,D.M.R. South Central Garda Division,Offences not elsewhere classified,31.0
2006Q4,D.M.R. South Central Garda Division,Public order and other social code offences,1044.0
2006Q4,D.M.R. South Central Garda Division,Road and traffic offences,2873.0
2006Q4,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",86.0
2006Q4,D.M.R. South Central Garda Division,Sexual offences,21.0
2006Q4,D.M.R. South Central Garda Division,Theft and related offences,1707.0
2006Q4,D.M.R. South Central Garda Division,Weapons and explosives offences,55.0
2007Q1,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",238.0
2007Q1,D.M.R. South Central Garda Division,Burglary and related offences,409.0
2007Q1,D.M.R. South Central Garda Division,Controlled drug offences,358.0
2007Q1,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,497.0
2007Q1,D.M.R. South Central Garda Division,Dangerous or negligent acts,296.0
2007Q1,D.M.R. South Central Garda Division,"Fraud, deception and related offences",186.0
2007Q1,D.M.R. South Central Garda Division,Homicide & related offences,2.0
2007Q1,D.M.R. South Central Garda Division,Kidnapping and related offences,3.0
2007Q1,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",252.0
2007Q1,D.M.R. South Central Garda Division,Offences not elsewhere classified,20.0
2007Q1,D.M.R. South Central Garda Division,Public order and other social code offences,1096.0
2007Q1,D.M.R. South Central Garda Division,Road and traffic offences,2556.0
2007Q1,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",85.0
2007Q1,D.M.R. South Central Garda Division,Sexual offences,16.0
2007Q1,D.M.R. South Central Garda Division,Theft and related offences,1606.0
2007Q1,D.M.R. South Central Garda Division,Weapons and explosives offences,46.0
2007Q2,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",240.0
2007Q2,D.M.R. South Central Garda Division,Burglary and related offences,370.0
2007Q2,D.M.R. South Central Garda Division,Controlled drug offences,420.0
2007Q2,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,517.0
2007Q2,D.M.R. South Central Garda Division,Dangerous or negligent acts,517.0
2007Q2,D.M.R. South Central Garda Division,"Fraud, deception and related offences",182.0
2007Q2,D.M.R. South Central Garda Division,Homicide & related offences,4.0
2007Q2,D.M.R. South Central Garda Division,Kidnapping and related offences,1.0
2007Q2,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",236.0
2007Q2,D.M.R. South Central Garda Division,Offences not elsewhere classified,24.0
2007Q2,D.M.R. South Central Garda Division,Public order and other social code offences,1128.0
2007Q2,D.M.R. South Central Garda Division,Road and traffic offences,3341.0
2007Q2,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",54.0
2007Q2,D.M.R. South Central Garda Division,Sexual offences,19.0
2007Q2,D.M.R. South Central Garda Division,Theft and related offences,1791.0
2007Q2,D.M.R. South Central Garda Division,Weapons and explosives offences,68.0
2007Q3,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",206.0
2007Q3,D.M.R. South Central Garda Division,Burglary and related offences,407.0
2007Q3,D.M.R. South Central Garda Division,Controlled drug offences,363.0
2007Q3,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,550.0
2007Q3,D.M.R. South Central Garda Division,Dangerous or negligent acts,524.0
2007Q3,D.M.R. South Central Garda Division,"Fraud, deception and related offences",139.0
2007Q3,D.M.R. South Central Garda Division,Homicide & related offences,1.0
2007Q3,D.M.R. South Central Garda Division,Kidnapping and related offences,2.0
2007Q3,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",219.0
2007Q3,D.M.R. South Central Garda Division,Offences not elsewhere classified,17.0
2007Q3,D.M.R. South Central Garda Division,Public order and other social code offences,1076.0
2007Q3,D.M.R. South Central Garda Division,Road and traffic offences,3211.0
2007Q3,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",97.0
2007Q3,D.M.R. South Central Garda Division,Sexual offences,18.0
2007Q3,D.M.R. South Central Garda Division,Theft and related offences,1832.0
2007Q3,D.M.R. South Central Garda Division,Weapons and explosives offences,67.0
2007Q4,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",237.0
2007Q4,D.M.R. South Central Garda Division,Burglary and related offences,492.0
2007Q4,D.M.R. South Central Garda Division,Controlled drug offences,336.0
2007Q4,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,525.0
2007Q4,D.M.R. South Central Garda Division,Dangerous or negligent acts,558.0
2007Q4,D.M.R. South Central Garda Division,"Fraud, deception and related offences",160.0
2007Q4,D.M.R. South Central Garda Division,Homicide & related offences,1.0
2007Q4,D.M.R. South Central Garda Division,Kidnapping and related offences,1.0
2007Q4,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",197.0
2007Q4,D.M.R. South Central Garda Division,Offences not elsewhere classified,29.0
2007Q4,D.M.R. South Central Garda Division,Public order and other social code offences,1134.0
2007Q4,D.M.R. South Central Garda Division,Road and traffic offences,3605.0
2007Q4,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",85.0
2007Q4,D.M.R. South Central Garda Division,Sexual offences,15.0
2007Q4,D.M.R. South Central Garda Division,Theft and related offences,1608.0
2007Q4,D.M.R. South Central Garda Division,Weapons and explosives offences,68.0
2008Q1,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",292.0
2008Q1,D.M.R. South Central Garda Division,Burglary and related offences,485.0
2008Q1,D.M.R. South Central Garda Division,Controlled drug offences,406.0
2008Q1,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,571.0
2008Q1,D.M.R. South Central Garda Division,Dangerous or negligent acts,483.0
2008Q1,D.M.R. South Central Garda Division,"Fraud, deception and related offences",145.0
2008Q1,D.M.R. South Central Garda Division,Homicide & related offences,2.0
2008Q1,D.M.R. South Central Garda Division,Kidnapping and related offences,0.0
2008Q1,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",214.0
2008Q1,D.M.R. South Central Garda Division,Offences not elsewhere classified,31.0
2008Q1,D.M.R. South Central Garda Division,Public order and other social code offences,1229.0
2008Q1,D.M.R. South Central Garda Division,Road and traffic offences,3511.0
2008Q1,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",78.0
2008Q1,D.M.R. South Central Garda Division,Sexual offences,18.0
2008Q1,D.M.R. South Central Garda Division,Theft and related offences,1583.0
2008Q1,D.M.R. South Central Garda Division,Weapons and explosives offences,75.0
2008Q2,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",247.0
2008Q2,D.M.R. South Central Garda Division,Burglary and related offences,444.0
2008Q2,D.M.R. South Central Garda Division,Controlled drug offences,367.0
2008Q2,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,573.0
2008Q2,D.M.R. South Central Garda Division,Dangerous or negligent acts,331.0
2008Q2,D.M.R. South Central Garda Division,"Fraud, deception and related offences",117.0
2008Q2,D.M.R. South Central Garda Division,Homicide & related offences,1.0
2008Q2,D.M.R. South Central Garda Division,Kidnapping and related offences,0.0
2008Q2,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",301.0
2008Q2,D.M.R. South Central Garda Division,Offences not elsewhere classified,32.0
2008Q2,D.M.R. South Central Garda Division,Public order and other social code offences,1285.0
2008Q2,D.M.R. South Central Garda Division,Road and traffic offences,3159.0
2008Q2,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",86.0
2008Q2,D.M.R. South Central Garda Division,Sexual offences,23.0
2008Q2,D.M.R. South Central Garda Division,Theft and related offences,1985.0
2008Q2,D.M.R. South Central Garda Division,Weapons and explosives offences,83.0
2008Q3,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",235.0
2008Q3,D.M.R. South Central Garda Division,Burglary and related offences,470.0
2008Q3,D.M.R. South Central Garda Division,Controlled drug offences,421.0
2008Q3,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,486.0
2008Q3,D.M.R. South Central Garda Division,Dangerous or negligent acts,382.0
2008Q3,D.M.R. South Central Garda Division,"Fraud, deception and related offences",102.0
2008Q3,D.M.R. South Central Garda Division,Homicide & related offences,1.0
2008Q3,D.M.R. South Central Garda Division,Kidnapping and related offences,3.0
2008Q3,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",200.0
2008Q3,D.M.R. South Central Garda Division,Offences not elsewhere classified,41.0
2008Q3,D.M.R. South Central Garda Division,Public order and other social code offences,1328.0
2008Q3,D.M.R. South Central Garda Division,Road and traffic offences,2692.0
2008Q3,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",65.0
2008Q3,D.M.R. South Central Garda Division,Sexual offences,11.0
2008Q3,D.M.R. South Central Garda Division,Theft and related offences,1688.0
2008Q3,D.M.R. South Central Garda Division,Weapons and explosives offences,77.0
2008Q4,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",261.0
2008Q4,D.M.R. South Central Garda Division,Burglary and related offences,387.0
2008Q4,D.M.R. South Central Garda Division,Controlled drug offences,324.0
2008Q4,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,520.0
