Quarter,Garda Division,Type of Offence,VALUE
2008Q3,Meath Garda Division,Controlled drug offences,79.0
2008Q3,Meath Garda Division,Damage to property and to the environment  offences,264.0
2008Q3,Meath Garda Division,Dangerous or negligent acts,674.0
2008Q3,Meath Garda Division,"Fraud, deception and related offences",31.0
2008Q3,Meath Garda Division,Homicide & related offences,0.0
2008Q3,Meath Garda Division,Kidnapping and related offences,2.0
2008Q3,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",33.0
2008Q3,Meath Garda Division,Offences not elsewhere classified,14.0
2008Q3,Meath Garda Division,Public order and other social code offences,305.0
2008Q3,Meath Garda Division,Road and traffic offences,715.0
2008Q3,Meath Garda Division,"Robbery, extortion and hijacking offences",6.0
2008Q3,Meath Garda Division,Sexual offences,6.0
2008Q3,Meath Garda Division,Theft and related offences,563.0
2008Q3,Meath Garda Division,Weapons and explosives offences,16.0
2008Q4,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",132.0
2008Q4,Meath Garda Division,Burglary and related offences,274.0
2008Q4,Meath Garda Division,Controlled drug offences,89.0
2008Q4,Meath Garda Division,Damage to property and to the environment  offences,299.0
2008Q4,Meath Garda Division,Dangerous or negligent acts,557.0
2008Q4,Meath Garda Division,"Fraud, deception and related offences",31.0
2008Q4,Meath Garda Division,Homicide & related offences,0.0
2008Q4,Meath Garda Division,Kidnapping and related offences,2.0
2008Q4,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",39.0
2008Q4,Meath Garda Division,Offences not elsewhere classified,29.0
2008Q4,Meath Garda Division,Public order and other social code offences,296.0
2008Q4,Meath Garda Division,Road and traffic offences,679.0
2008Q4,Meath Garda Division,"Robbery, extortion and hijacking offences",12.0
2008Q4,Meath Garda Division,Sexual offences,6.0
2008Q4,Meath Garda Division,Theft and related offences,632.0
2008Q4,Meath Garda Division,Weapons and explosives offences,39.0
2009Q1,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",132.0
2009Q1,Meath Garda Division,Burglary and related offences,219.0
2009Q1,Meath Garda Division,Controlled drug offences,118.0
2009Q1,Meath Garda Division,Damage to property and to the environment  offences,310.0
2009Q1,Meath Garda Division,Dangerous or negligent acts,322.0
2009Q1,Meath Garda Division,"Fraud, deception and related offences",50.0
2009Q1,Meath Garda Division,Homicide & related offences,2.0
2009Q1,Meath Garda Division,Kidnapping and related offences,1.0
2009Q1,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",38.0
2009Q1,Meath Garda Division,Offences not elsewhere classified,32.0
2009Q1,Meath Garda Division,Public order and other social code offences,301.0
2009Q1,Meath Garda Division,Road and traffic offences,794.0
2009Q1,Meath Garda Division,"Robbery, extortion and hijacking offences",24.0
2009Q1,Meath Garda Division,Sexual offences,26.0
2009Q1,Meath Garda Division,Theft and related offences,641.0
2009Q1,Meath Garda Division,Weapons and explosives offences,24.0
2009Q2,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",136.0
2009Q2,Meath Garda Division,Burglary and related offences,246.0
