Year,Garda Division,Type of Offence,VALUE
2007,Meath Garda Division,False imprisonment (0511),2.0
2007,Meath Garda Division,Fireworks offences (114),10.0
2007,Meath Garda Division,"Fraud, deception and related offences (09)",215.0
2007,Meath Garda Division,Harassment and related offences (033),76.0
2007,Meath Garda Division,Homicide & related offences (01),12.0
2007,Meath Garda Division,Human trafficking offences (0513),0.0
2007,Meath Garda Division,Importation of drugs (1011),1.0
2007,Meath Garda Division,Infanticide (0113),0.0
2007,Meath Garda Division,"Insurance-failure to have, produce, display, etc. (1412)",547.0
2007,Meath Garda Division,Kidnapping and related offences (05),2.0
2007,Meath Garda Division,Light rail offences (Luas) (1443),0.0
2007,Meath Garda Division,Liquor licensing offences (133),44.0
2007,Meath Garda Division,Litter offences (1221),7.0
2007,Meath Garda Division,Manslaughter (0112),0.0
2007,Meath Garda Division,Murder (0111),5.0
2007,Meath Garda Division,Murder-attempt (0311),1.0
2007,Meath Garda Division,Obstruction under Road Traffic Acts (1432),4.0
2007,Meath Garda Division,Offences against government and its agents (151),4.0
2007,Meath Garda Division,"Offences against government, justice procedures and organisation of crime (15)",153.0
2007,Meath Garda Division,Offences not elsewhere classified (16),55.0
2007,Meath Garda Division,"Offences while in custody, breach of court orders (157)",147.0
2007,Meath Garda Division,Offensive weapons offences (n.e.c.) (113),49.0
2007,Meath Garda Division,Organisation of crime and conspiracy to commit crime (152),0.0
2007,Meath Garda Division,Other assault (035),331.0
2007,Meath Garda Division,Other drug offences (103),5.0
2007,Meath Garda Division,Other road offences (1433),1641.0
2007,Meath Garda Division,Other sexual offences (022),2.0
2007,Meath Garda Division,"Other thefts, handling stolen property (084)",1399.0
2007,Meath Garda Division,Perverting the course of justice (153),2.0
2007,Meath Garda Division,Possession of a firearm (1122),9.0
2007,Meath Garda Division,"Possession of an article (with intent to burgle, steal, demand) (0713)",2.0
2007,Meath Garda Division,Possession of drugs for personal use (1022),265.0
2007,Meath Garda Division,Possession of drugs for sale or supply (1021),49.0
2007,Meath Garda Division,Prostitution offences (134),0.0
2007,Meath Garda Division,Public order and other social code offences (13),1149.0
2007,Meath Garda Division,Public service vehicle offences (1442),15.0
2007,Meath Garda Division,Rape and sexual assault (021),32.0
2007,Meath Garda Division,"Regulated betting/money, collection/trading offences (135)",1.0
2007,Meath Garda Division,Road and traffic offences (14),2873.0
2007,Meath Garda Division,Road transport - carriage of goods offences (1441),52.0
2007,Meath Garda Division,Roadworthiness/regulatory offences (143),13.0
2007,Meath Garda Division,Robbery from the person (0613),12.0
2007,Meath Garda Division,Robbery of an establishment or institution (0611),23.0
2007,Meath Garda Division,Robbery of cash or goods in transit (0612),0.0
2007,Meath Garda Division,"Robbery, extortion and hijacking offences (06)",40.0
2007,Meath Garda Division,Sexual offences (02),34.0
2007,Meath Garda Division,Social code offences (n.e.c.) (136),4.0
2007,Meath Garda Division,Speeding (0415),1553.0
2007,Meath Garda Division,Theft and related offences (08),2118.0
2007,Meath Garda Division,Theft from person (0821),25.0
2007,Meath Garda Division,Theft from shop (0822),280.0
2007,Meath Garda Division,Theft/taking of vehicle and related offences (081),414.0
2007,Meath Garda Division,Threat to kill or cause serious harm (0313),1.0
2007,Meath Garda Division,Trespass offences (132),84.0
2007,Meath Garda Division,Unseaworthy/dangerous use of boat or ship (0423),0.0
2007,Meath Garda Division,Vehicle tax/registration offences (142),346.0
2007,Meath Garda Division,Weapons and explosives offences (11),74.0
2008,Meath Garda Division,"Abandoning a child, child neglect and cruelty (0422)",15.0
2008,Meath Garda Division,Abduction of person under 16 years of age (0512),0.0
2008,Meath Garda Division,Aggravated burglary (0711),12.0
2008,Meath Garda Division,Arson (1211),79.0
2008,Meath Garda Division,"Assault causing harm, poisoning (034)",105.0
