Quarter,Garda Division,Type of Offence,VALUE
2007Q1,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",44.0
2007Q1,Louth Garda Division,Offences not elsewhere classified,80.0
2007Q1,Louth Garda Division,Public order and other social code offences,332.0
2007Q1,Louth Garda Division,Road and traffic offences,560.0
2007Q1,Louth Garda Division,"Robbery, extortion and hijacking offences",18.0
2007Q1,Louth Garda Division,Sexual offences,9.0
2007Q1,Louth Garda Division,Theft and related offences,599.0
2007Q1,Louth Garda Division,Weapons and explosives offences,16.0
2007Q2,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",116.0
2007Q2,Louth Garda Division,Burglary and related offences,188.0
2007Q2,Louth Garda Division,Controlled drug offences,67.0
2007Q2,Louth Garda Division,Damage to property and to the environment  offences,406.0
2007Q2,Louth Garda Division,Dangerous or negligent acts,489.0
2007Q2,Louth Garda Division,"Fraud, deception and related offences",61.0
2007Q2,Louth Garda Division,Homicide & related offences,2.0
2007Q2,Louth Garda Division,Kidnapping and related offences,2.0
2007Q2,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",52.0
2007Q2,Louth Garda Division,Offences not elsewhere classified,47.0
2007Q2,Louth Garda Division,Public order and other social code offences,323.0
2007Q2,Louth Garda Division,Road and traffic offences,428.0
2007Q2,Louth Garda Division,"Robbery, extortion and hijacking offences",32.0
2007Q2,Louth Garda Division,Sexual offences,15.0
2007Q2,Louth Garda Division,Theft and related offences,606.0
2007Q2,Louth Garda Division,Weapons and explosives offences,14.0
2007Q3,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",141.0
2007Q3,Louth Garda Division,Burglary and related offences,230.0
2007Q3,Louth Garda Division,Controlled drug offences,58.0
2007Q3,Louth Garda Division,Damage to property and to the environment  offences,420.0
2007Q3,Louth Garda Division,Dangerous or negligent acts,611.0
2007Q3,Louth Garda Division,"Fraud, deception and related offences",119.0
2007Q3,Louth Garda Division,Homicide & related offences,2.0
2007Q3,Louth Garda Division,Kidnapping and related offences,2.0
2007Q3,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",38.0
2007Q3,Louth Garda Division,Offences not elsewhere classified,52.0
2007Q3,Louth Garda Division,Public order and other social code offences,329.0
2007Q3,Louth Garda Division,Road and traffic offences,470.0
2007Q3,Louth Garda Division,"Robbery, extortion and hijacking offences",16.0
2007Q3,Louth Garda Division,Sexual offences,10.0
2007Q3,Louth Garda Division,Theft and related offences,617.0
2007Q3,Louth Garda Division,Weapons and explosives offences,17.0
2007Q4,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",141.0
2007Q4,Louth Garda Division,Burglary and related offences,298.0
2007Q4,Louth Garda Division,Controlled drug offences,74.0
2007Q4,Louth Garda Division,Damage to property and to the environment  offences,491.0
2007Q4,Louth Garda Division,Dangerous or negligent acts,371.0
2007Q4,Louth Garda Division,"Fraud, deception and related offences",36.0
2007Q4,Louth Garda Division,Homicide & related offences,2.0
2007Q4,Louth Garda Division,Kidnapping and related offences,1.0
2007Q4,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",35.0
2007Q4,Louth Garda Division,Offences not elsewhere classified,56.0
2007Q4,Louth Garda Division,Public order and other social code offences,368.0
2007Q4,Louth Garda Division,Road and traffic offences,674.0
2007Q4,Louth Garda Division,"Robbery, extortion and hijacking offences",14.0
2007Q4,Louth Garda Division,Sexual offences,13.0
2007Q4,Louth Garda Division,Theft and related offences,525.0
2007Q4,Louth Garda Division,Weapons and explosives offences,38.0
2008Q1,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",164.0
2008Q1,Louth Garda Division,Burglary and related offences,285.0
2008Q1,Louth Garda Division,Controlled drug offences,84.0
2008Q1,Louth Garda Division,Damage to property and to the environment  offences,466.0
2008Q1,Louth Garda Division,Dangerous or negligent acts,424.0
2008Q1,Louth Garda Division,"Fraud, deception and related offences",33.0
2008Q1,Louth Garda Division,Homicide & related offences,0.0
2008Q1,Louth Garda Division,Kidnapping and related offences,0.0
2008Q1,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",38.0
2008Q1,Louth Garda Division,Offences not elsewhere classified,74.0
2008Q1,Louth Garda Division,Public order and other social code offences,389.0
2008Q1,Louth Garda Division,Road and traffic offences,733.0
2008Q1,Louth Garda Division,"Robbery, extortion and hijacking offences",16.0
2008Q1,Louth Garda Division,Sexual offences,5.0
2008Q1,Louth Garda Division,Theft and related offences,548.0
2008Q1,Louth Garda Division,Weapons and explosives offences,24.0
2008Q2,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",171.0
2008Q2,Louth Garda Division,Burglary and related offences,281.0
2008Q2,Louth Garda Division,Controlled drug offences,79.0
2008Q2,Louth Garda Division,Damage to property and to the environment  offences,472.0
2008Q2,Louth Garda Division,Dangerous or negligent acts,501.0
2008Q2,Louth Garda Division,"Fraud, deception and related offences",49.0
2008Q2,Louth Garda Division,Homicide & related offences,0.0
2008Q2,Louth Garda Division,Kidnapping and related offences,0.0
2008Q2,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",49.0
2008Q2,Louth Garda Division,Offences not elsewhere classified,65.0
2008Q2,Louth Garda Division,Public order and other social code offences,349.0
2008Q2,Louth Garda Division,Road and traffic offences,832.0
2008Q2,Louth Garda Division,"Robbery, extortion and hijacking offences",11.0
2008Q2,Louth Garda Division,Sexual offences,11.0
2008Q2,Louth Garda Division,Theft and related offences,649.0
2008Q2,Louth Garda Division,Weapons and explosives offences,36.0
2008Q3,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",163.0
2008Q3,Louth Garda Division,Burglary and related offences,259.0
2008Q3,Louth Garda Division,Controlled drug offences,64.0
2008Q3,Louth Garda Division,Damage to property and to the environment  offences,466.0
2008Q3,Louth Garda Division,Dangerous or negligent acts,660.0
2008Q3,Louth Garda Division,"Fraud, deception and related offences",49.0
2008Q3,Louth Garda Division,Homicide & related offences,0.0
2008Q3,Louth Garda Division,Kidnapping and related offences,0.0
2008Q3,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",59.0
2008Q3,Louth Garda Division,Offences not elsewhere classified,47.0
2008Q3,Louth Garda Division,Public order and other social code offences,399.0
2008Q3,Louth Garda Division,Road and traffic offences,640.0
2008Q3,Louth Garda Division,"Robbery, extortion and hijacking offences",16.0
2008Q3,Louth Garda Division,Sexual offences,11.0
2008Q3,Louth Garda Division,Theft and related offences,722.0
2008Q3,Louth Garda Division,Weapons and explosives offences,32.0
2008Q4,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",166.0
2008Q4,Louth Garda Division,Burglary and related offences,252.0
2008Q4,Louth Garda Division,Controlled drug offences,71.0
2008Q4,Louth Garda Division,Damage to property and to the environment  offences,467.0
2008Q4,Louth Garda Division,Dangerous or negligent acts,527.0
2008Q4,Louth Garda Division,"Fraud, deception and related offences",36.0
2008Q4,Louth Garda Division,Homicide & related offences,1.0
2008Q4,Louth Garda Division,Kidnapping and related offences,3.0
2008Q4,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",49.0
2008Q4,Louth Garda Division,Offences not elsewhere classified,44.0
2008Q4,Louth Garda Division,Public order and other social code offences,433.0
2008Q4,Louth Garda Division,Road and traffic offences,849.0
2008Q4,Louth Garda Division,"Robbery, extortion and hijacking offences",18.0
2008Q4,Louth Garda Division,Sexual offences,12.0
2008Q4,Louth Garda Division,Theft and related offences,649.0
2008Q4,Louth Garda Division,Weapons and explosives offences,47.0
2009Q1,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",139.0
2009Q1,Louth Garda Division,Burglary and related offences,211.0
2009Q1,Louth Garda Division,Controlled drug offences,112.0
2009Q1,Louth Garda Division,Damage to property and to the environment  offences,365.0
2009Q1,Louth Garda Division,Dangerous or negligent acts,323.0
2009Q1,Louth Garda Division,"Fraud, deception and related offences",43.0
2009Q1,Louth Garda Division,Homicide & related offences,1.0
2009Q1,Louth Garda Division,Kidnapping and related offences,1.0
2009Q1,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",53.0
2009Q1,Louth Garda Division,Offences not elsewhere classified,47.0
2009Q1,Louth Garda Division,Public order and other social code offences,349.0
2009Q1,Louth Garda Division,Road and traffic offences,792.0
2009Q1,Louth Garda Division,"Robbery, extortion and hijacking offences",17.0
2009Q1,Louth Garda Division,Sexual offences,19.0
2009Q1,Louth Garda Division,Theft and related offences,513.0
2009Q1,Louth Garda Division,Weapons and explosives offences,22.0
2009Q2,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",147.0
2009Q2,Louth Garda Division,Burglary and related offences,242.0
2009Q2,Louth Garda Division,Controlled drug offences,152.0
2009Q2,Louth Garda Division,Damage to property and to the environment  offences,458.0
2009Q2,Louth Garda Division,Dangerous or negligent acts,564.0
2009Q2,Louth Garda Division,"Fraud, deception and related offences",43.0
2009Q2,Louth Garda Division,Homicide & related offences,0.0
2009Q2,Louth Garda Division,Kidnapping and related offences,1.0
2009Q2,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",47.0
2009Q2,Louth Garda Division,Offences not elsewhere classified,31.0
2009Q2,Louth Garda Division,Public order and other social code offences,467.0
2009Q2,Louth Garda Division,Road and traffic offences,734.0
2009Q2,Louth Garda Division,"Robbery, extortion and hijacking offences",11.0
2009Q2,Louth Garda Division,Sexual offences,59.0
2009Q2,Louth Garda Division,Theft and related offences,634.0
2009Q2,Louth Garda Division,Weapons and explosives offences,31.0
2009Q3,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",168.0
2009Q3,Louth Garda Division,Burglary and related offences,250.0
2009Q3,Louth Garda Division,Controlled drug offences,157.0
2009Q3,Louth Garda Division,Damage to property and to the environment  offences,442.0
2009Q3,Louth Garda Division,Dangerous or negligent acts,772.0
2009Q3,Louth Garda Division,"Fraud, deception and related offences",40.0
2009Q3,Louth Garda Division,Homicide & related offences,0.0
2009Q3,Louth Garda Division,Kidnapping and related offences,0.0
2009Q3,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",52.0
2009Q3,Louth Garda Division,Offences not elsewhere classified,47.0
2009Q3,Louth Garda Division,Public order and other social code offences,465.0
2009Q3,Louth Garda Division,Road and traffic offences,773.0
2009Q3,Louth Garda Division,"Robbery, extortion and hijacking offences",13.0
2009Q3,Louth Garda Division,Sexual offences,38.0
2009Q3,Louth Garda Division,Theft and related offences,602.0
2009Q3,Louth Garda Division,Weapons and explosives offences,28.0
2009Q4,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",130.0
2009Q4,Louth Garda Division,Burglary and related offences,247.0
2009Q4,Louth Garda Division,Controlled drug offences,118.0
2009Q4,Louth Garda Division,Damage to property and to the environment  offences,315.0
2009Q4,Louth Garda Division,Dangerous or negligent acts,686.0
2009Q4,Louth Garda Division,"Fraud, deception and related offences",34.0
2009Q4,Louth Garda Division,Homicide & related offences,0.0
2009Q4,Louth Garda Division,Kidnapping and related offences,1.0
2009Q4,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",41.0
2009Q4,Louth Garda Division,Offences not elsewhere classified,28.0
2009Q4,Louth Garda Division,Public order and other social code offences,473.0
2009Q4,Louth Garda Division,Road and traffic offences,644.0
