Quarter,Garda Division,Type of Offence,VALUE
2004Q1,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",12.0
2004Q1,Sligo-Leitrim Garda Division,Offences not elsewhere classified,17.0
2004Q1,Sligo-Leitrim Garda Division,Public order and other social code offences,142.0
2004Q1,Sligo-Leitrim Garda Division,Road and traffic offences,83.0
2004Q1,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",3.0
2004Q1,Sligo-Leitrim Garda Division,Sexual offences,7.0
2004Q1,Sligo-Leitrim Garda Division,Theft and related offences,245.0
2004Q1,Sligo-Leitrim Garda Division,Weapons and explosives offences,10.0
2004Q2,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",69.0
2004Q2,Sligo-Leitrim Garda Division,Burglary and related offences,88.0
2004Q2,Sligo-Leitrim Garda Division,Controlled drug offences,31.0
2004Q2,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,189.0
2004Q2,Sligo-Leitrim Garda Division,Dangerous or negligent acts,137.0
2004Q2,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",10.0
2004Q2,Sligo-Leitrim Garda Division,Homicide & related offences,0.0
2004Q2,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2004Q2,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",12.0
2004Q2,Sligo-Leitrim Garda Division,Offences not elsewhere classified,19.0
2004Q2,Sligo-Leitrim Garda Division,Public order and other social code offences,176.0
2004Q2,Sligo-Leitrim Garda Division,Road and traffic offences,135.0
2004Q2,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",6.0
2004Q2,Sligo-Leitrim Garda Division,Sexual offences,4.0
2004Q2,Sligo-Leitrim Garda Division,Theft and related offences,193.0
2004Q2,Sligo-Leitrim Garda Division,Weapons and explosives offences,8.0
2004Q3,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",62.0
2004Q3,Sligo-Leitrim Garda Division,Burglary and related offences,73.0
2004Q3,Sligo-Leitrim Garda Division,Controlled drug offences,16.0
2004Q3,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,148.0
2004Q3,Sligo-Leitrim Garda Division,Dangerous or negligent acts,115.0
2004Q3,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",8.0
2004Q3,Sligo-Leitrim Garda Division,Homicide & related offences,2.0
2004Q3,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2004Q3,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",7.0
2004Q3,Sligo-Leitrim Garda Division,Offences not elsewhere classified,9.0
2004Q3,Sligo-Leitrim Garda Division,Public order and other social code offences,147.0
2004Q3,Sligo-Leitrim Garda Division,Road and traffic offences,97.0
2004Q3,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",8.0
2004Q3,Sligo-Leitrim Garda Division,Sexual offences,6.0
2004Q3,Sligo-Leitrim Garda Division,Theft and related offences,243.0
2004Q3,Sligo-Leitrim Garda Division,Weapons and explosives offences,2.0
2004Q4,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",56.0
2004Q4,Sligo-Leitrim Garda Division,Burglary and related offences,89.0
2004Q4,Sligo-Leitrim Garda Division,Controlled drug offences,32.0
2004Q4,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,241.0
2004Q4,Sligo-Leitrim Garda Division,Dangerous or negligent acts,121.0
2004Q4,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",17.0
2004Q4,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2004Q4,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2004Q4,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",8.0
2004Q4,Sligo-Leitrim Garda Division,Offences not elsewhere classified,8.0
2004Q4,Sligo-Leitrim Garda Division,Public order and other social code offences,296.0
2004Q4,Sligo-Leitrim Garda Division,Road and traffic offences,116.0
2004Q4,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",3.0
2004Q4,Sligo-Leitrim Garda Division,Sexual offences,8.0
2004Q4,Sligo-Leitrim Garda Division,Theft and related offences,225.0
2004Q4,Sligo-Leitrim Garda Division,Weapons and explosives offences,5.0
2005Q1,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",68.0
2005Q1,Sligo-Leitrim Garda Division,Burglary and related offences,93.0
2005Q1,Sligo-Leitrim Garda Division,Controlled drug offences,27.0
2005Q1,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,230.0
2005Q1,Sligo-Leitrim Garda Division,Dangerous or negligent acts,132.0
2005Q1,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",23.0
2005Q1,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2005Q1,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2005Q1,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",11.0
2005Q1,Sligo-Leitrim Garda Division,Offences not elsewhere classified,11.0
2005Q1,Sligo-Leitrim Garda Division,Public order and other social code offences,226.0
2005Q1,Sligo-Leitrim Garda Division,Road and traffic offences,181.0
2005Q1,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",4.0
2005Q1,Sligo-Leitrim Garda Division,Sexual offences,7.0
2005Q1,Sligo-Leitrim Garda Division,Theft and related offences,224.0
2005Q1,Sligo-Leitrim Garda Division,Weapons and explosives offences,1.0
2005Q2,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",63.0
2005Q2,Sligo-Leitrim Garda Division,Burglary and related offences,80.0
2005Q2,Sligo-Leitrim Garda Division,Controlled drug offences,27.0
2005Q2,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,164.0
2005Q2,Sligo-Leitrim Garda Division,Dangerous or negligent acts,129.0
2005Q2,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",11.0
2005Q2,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2005Q2,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2005Q2,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",15.0
