Quarter,Garda Division,Type of Offence,VALUE
2008Q2,Wexford Garda Division,Burglary and related offences,210.0
2008Q2,Wexford Garda Division,Controlled drug offences,110.0
2008Q2,Wexford Garda Division,Damage to property and to the environment  offences,273.0
2008Q2,Wexford Garda Division,Dangerous or negligent acts,522.0
2008Q2,Wexford Garda Division,"Fraud, deception and related offences",32.0
2008Q2,Wexford Garda Division,Homicide & related offences,4.0
2008Q2,Wexford Garda Division,Kidnapping and related offences,0.0
2008Q2,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",29.0
2008Q2,Wexford Garda Division,Offences not elsewhere classified,56.0
2008Q2,Wexford Garda Division,Public order and other social code offences,355.0
2008Q2,Wexford Garda Division,Road and traffic offences,926.0
2008Q2,Wexford Garda Division,"Robbery, extortion and hijacking offences",3.0
2008Q2,Wexford Garda Division,Sexual offences,9.0
2008Q2,Wexford Garda Division,Theft and related offences,423.0
2008Q2,Wexford Garda Division,Weapons and explosives offences,20.0
2008Q3,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",117.0
2008Q3,Wexford Garda Division,Burglary and related offences,187.0
2008Q3,Wexford Garda Division,Controlled drug offences,145.0
2008Q3,Wexford Garda Division,Damage to property and to the environment  offences,268.0
2008Q3,Wexford Garda Division,Dangerous or negligent acts,507.0
2008Q3,Wexford Garda Division,"Fraud, deception and related offences",29.0
2008Q3,Wexford Garda Division,Homicide & related offences,2.0
2008Q3,Wexford Garda Division,Kidnapping and related offences,1.0
2008Q3,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",40.0
2008Q3,Wexford Garda Division,Offences not elsewhere classified,36.0
2008Q3,Wexford Garda Division,Public order and other social code offences,398.0
2008Q3,Wexford Garda Division,Road and traffic offences,751.0
2008Q3,Wexford Garda Division,"Robbery, extortion and hijacking offences",10.0
2008Q3,Wexford Garda Division,Sexual offences,3.0
2008Q3,Wexford Garda Division,Theft and related offences,385.0
2008Q3,Wexford Garda Division,Weapons and explosives offences,19.0
2008Q4,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",135.0
2008Q4,Wexford Garda Division,Burglary and related offences,203.0
2008Q4,Wexford Garda Division,Controlled drug offences,136.0
2008Q4,Wexford Garda Division,Damage to property and to the environment  offences,243.0
2008Q4,Wexford Garda Division,Dangerous or negligent acts,362.0
2008Q4,Wexford Garda Division,"Fraud, deception and related offences",30.0
2008Q4,Wexford Garda Division,Homicide & related offences,1.0
2008Q4,Wexford Garda Division,Kidnapping and related offences,1.0
2008Q4,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",37.0
2008Q4,Wexford Garda Division,Offences not elsewhere classified,43.0
2008Q4,Wexford Garda Division,Public order and other social code offences,331.0
2008Q4,Wexford Garda Division,Road and traffic offences,840.0
2008Q4,Wexford Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q4,Wexford Garda Division,Sexual offences,7.0
2008Q4,Wexford Garda Division,Theft and related offences,375.0
2008Q4,Wexford Garda Division,Weapons and explosives offences,14.0
2009Q1,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",112.0
2009Q1,Wexford Garda Division,Burglary and related offences,186.0
2009Q1,Wexford Garda Division,Controlled drug offences,140.0
2009Q1,Wexford Garda Division,Damage to property and to the environment  offences,253.0
2009Q1,Wexford Garda Division,Dangerous or negligent acts,369.0
2009Q1,Wexford Garda Division,"Fraud, deception and related offences",21.0
2009Q1,Wexford Garda Division,Homicide & related offences,0.0
2009Q1,Wexford Garda Division,Kidnapping and related offences,0.0
2009Q1,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",48.0
2009Q1,Wexford Garda Division,Offences not elsewhere classified,46.0
2009Q1,Wexford Garda Division,Public order and other social code offences,320.0
2009Q1,Wexford Garda Division,Road and traffic offences,845.0
2009Q1,Wexford Garda Division,"Robbery, extortion and hijacking offences",5.0
2009Q1,Wexford Garda Division,Sexual offences,16.0
2009Q1,Wexford Garda Division,Theft and related offences,423.0
2009Q1,Wexford Garda Division,Weapons and explosives offences,18.0
2009Q2,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",137.0
2009Q2,Wexford Garda Division,Burglary and related offences,178.0
2009Q2,Wexford Garda Division,Controlled drug offences,162.0
2009Q2,Wexford Garda Division,Damage to property and to the environment  offences,274.0
