Quarter,Garda Division,Type of Offence,VALUE
2006Q2,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",2.0
2006Q2,Cavan-Monaghan Garda Division,Sexual offences,7.0
2006Q2,Cavan-Monaghan Garda Division,Theft and related offences,275.0
2006Q2,Cavan-Monaghan Garda Division,Weapons and explosives offences,10.0
2006Q3,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",200.0
2006Q3,Cavan-Monaghan Garda Division,Burglary and related offences,61.0
2006Q3,Cavan-Monaghan Garda Division,Controlled drug offences,86.0
2006Q3,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,208.0
2006Q3,Cavan-Monaghan Garda Division,Dangerous or negligent acts,880.0
2006Q3,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",37.0
2006Q3,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2006Q3,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2006Q3,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",44.0
2006Q3,Cavan-Monaghan Garda Division,Offences not elsewhere classified,29.0
2006Q3,Cavan-Monaghan Garda Division,Public order and other social code offences,507.0
2006Q3,Cavan-Monaghan Garda Division,Road and traffic offences,803.0
2006Q3,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",0.0
2006Q3,Cavan-Monaghan Garda Division,Sexual offences,12.0
2006Q3,Cavan-Monaghan Garda Division,Theft and related offences,263.0
2006Q3,Cavan-Monaghan Garda Division,Weapons and explosives offences,12.0
2006Q4,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",200.0
2006Q4,Cavan-Monaghan Garda Division,Burglary and related offences,83.0
2006Q4,Cavan-Monaghan Garda Division,Controlled drug offences,56.0
2006Q4,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,222.0
2006Q4,Cavan-Monaghan Garda Division,Dangerous or negligent acts,668.0
2006Q4,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",36.0
2006Q4,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2006Q4,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2006Q4,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",35.0
2006Q4,Cavan-Monaghan Garda Division,Offences not elsewhere classified,36.0
2006Q4,Cavan-Monaghan Garda Division,Public order and other social code offences,552.0
2006Q4,Cavan-Monaghan Garda Division,Road and traffic offences,729.0
2006Q4,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",2.0
2006Q4,Cavan-Monaghan Garda Division,Sexual offences,9.0
2006Q4,Cavan-Monaghan Garda Division,Theft and related offences,260.0
2006Q4,Cavan-Monaghan Garda Division,Weapons and explosives offences,30.0
2007Q1,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",189.0
2007Q1,Cavan-Monaghan Garda Division,Burglary and related offences,123.0
2007Q1,Cavan-Monaghan Garda Division,Controlled drug offences,54.0
2007Q1,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,258.0
2007Q1,Cavan-Monaghan Garda Division,Dangerous or negligent acts,592.0
2007Q1,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",39.0
2007Q1,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2007Q1,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2007Q1,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",39.0
2007Q1,Cavan-Monaghan Garda Division,Offences not elsewhere classified,39.0
2007Q1,Cavan-Monaghan Garda Division,Public order and other social code offences,463.0
2007Q1,Cavan-Monaghan Garda Division,Road and traffic offences,741.0
2007Q1,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",9.0
2007Q1,Cavan-Monaghan Garda Division,Sexual offences,8.0
2007Q1,Cavan-Monaghan Garda Division,Theft and related offences,273.0
2007Q1,Cavan-Monaghan Garda Division,Weapons and explosives offences,10.0
2007Q2,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",205.0
2007Q2,Cavan-Monaghan Garda Division,Burglary and related offences,111.0
2007Q2,Cavan-Monaghan Garda Division,Controlled drug offences,70.0
2007Q2,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,218.0
2007Q2,Cavan-Monaghan Garda Division,Dangerous or negligent acts,694.0
2007Q2,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",45.0
2007Q2,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2007Q2,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2007Q2,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",37.0
2007Q2,Cavan-Monaghan Garda Division,Offences not elsewhere classified,30.0
2007Q2,Cavan-Monaghan Garda Division,Public order and other social code offences,519.0
2007Q2,Cavan-Monaghan Garda Division,Road and traffic offences,844.0
2007Q2,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",0.0
2007Q2,Cavan-Monaghan Garda Division,Sexual offences,8.0
2007Q2,Cavan-Monaghan Garda Division,Theft and related offences,325.0
2007Q2,Cavan-Monaghan Garda Division,Weapons and explosives offences,21.0
2007Q3,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",204.0
2007Q3,Cavan-Monaghan Garda Division,Burglary and related offences,98.0
2007Q3,Cavan-Monaghan Garda Division,Controlled drug offences,132.0
2007Q3,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,211.0
2007Q3,Cavan-Monaghan Garda Division,Dangerous or negligent acts,686.0
2007Q3,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",38.0
2007Q3,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2007Q3,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2007Q3,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",40.0
2007Q3,Cavan-Monaghan Garda Division,Offences not elsewhere classified,38.0
2007Q3,Cavan-Monaghan Garda Division,Public order and other social code offences,471.0
2007Q3,Cavan-Monaghan Garda Division,Road and traffic offences,772.0
2007Q3,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",9.0
2007Q3,Cavan-Monaghan Garda Division,Sexual offences,8.0
2007Q3,Cavan-Monaghan Garda Division,Theft and related offences,253.0
2007Q3,Cavan-Monaghan Garda Division,Weapons and explosives offences,16.0
2007Q4,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",216.0
2007Q4,Cavan-Monaghan Garda Division,Burglary and related offences,115.0
2007Q4,Cavan-Monaghan Garda Division,Controlled drug offences,73.0
2007Q4,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,218.0
2007Q4,Cavan-Monaghan Garda Division,Dangerous or negligent acts,506.0
2007Q4,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",36.0
2007Q4,Cavan-Monaghan Garda Division,Homicide & related offences,1.0
2007Q4,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2007Q4,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",39.0
2007Q4,Cavan-Monaghan Garda Division,Offences not elsewhere classified,29.0
2007Q4,Cavan-Monaghan Garda Division,Public order and other social code offences,520.0
