Year,Garda Division,Type of Offence,VALUE
2012,Cork City Garda Division,Damage to property and to the environment  offences,1844.0
2012,Cork City Garda Division,Dangerous or negligent acts,2234.0
2012,Cork City Garda Division,"Fraud, deception and related offences",252.0
2012,Cork City Garda Division,Homicide & related offences,5.0
2012,Cork City Garda Division,Kidnapping and related offences,1.0
2012,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",404.0
2012,Cork City Garda Division,Offences not elsewhere classified,125.0
2012,Cork City Garda Division,Public order and other social code offences,3922.0
2012,Cork City Garda Division,Road and traffic offences,7270.0
2012,Cork City Garda Division,"Robbery, extortion and hijacking offences",101.0
2012,Cork City Garda Division,Sexual offences,109.0
2012,Cork City Garda Division,Theft and related offences,3710.0
2012,Cork City Garda Division,Weapons and explosives offences,151.0
2013,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",960.0
2013,Cork City Garda Division,Burglary and related offences,815.0
2013,Cork City Garda Division,Controlled drug offences,981.0
2013,Cork City Garda Division,Damage to property and to the environment  offences,1672.0
2013,Cork City Garda Division,Dangerous or negligent acts,1421.0
2013,Cork City Garda Division,"Fraud, deception and related offences",224.0
2013,Cork City Garda Division,Homicide & related offences,6.0
2013,Cork City Garda Division,Kidnapping and related offences,7.0
2013,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",416.0
2013,Cork City Garda Division,Offences not elsewhere classified,149.0
2013,Cork City Garda Division,Public order and other social code offences,3120.0
2013,Cork City Garda Division,Road and traffic offences,5974.0
2013,Cork City Garda Division,"Robbery, extortion and hijacking offences",135.0
2013,Cork City Garda Division,Sexual offences,96.0
2013,Cork City Garda Division,Theft and related offences,3959.0
2013,Cork City Garda Division,Weapons and explosives offences,160.0
2014,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1063.0
2014,Cork City Garda Division,Burglary and related offences,730.0
2014,Cork City Garda Division,Controlled drug offences,950.0
2014,Cork City Garda Division,Damage to property and to the environment  offences,1678.0
2014,Cork City Garda Division,Dangerous or negligent acts,1613.0
2014,Cork City Garda Division,"Fraud, deception and related offences",248.0
2014,Cork City Garda Division,Homicide & related offences,0.0
2014,Cork City Garda Division,Kidnapping and related offences,5.0
2014,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",476.0
2014,Cork City Garda Division,Offences not elsewhere classified,136.0
2014,Cork City Garda Division,Public order and other social code offences,2677.0
2014,Cork City Garda Division,Road and traffic offences,5538.0
2014,Cork City Garda Division,"Robbery, extortion and hijacking offences",125.0
2014,Cork City Garda Division,Sexual offences,108.0
2014,Cork City Garda Division,Theft and related offences,3902.0
2014,Cork City Garda Division,Weapons and explosives offences,138.0
2015,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1092.0
2015,Cork City Garda Division,Burglary and related offences,861.0
2015,Cork City Garda Division,Controlled drug offences,995.0
2015,Cork City Garda Division,Damage to property and to the environment  offences,1472.0
2015,Cork City Garda Division,Dangerous or negligent acts,1487.0
2015,Cork City Garda Division,"Fraud, deception and related offences",286.0
2015,Cork City Garda Division,Homicide & related offences,3.0
2015,Cork City Garda Division,Kidnapping and related offences,6.0
2015,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",536.0
2015,Cork City Garda Division,Offences not elsewhere classified,142.0
2015,Cork City Garda Division,Public order and other social code offences,2480.0
2015,Cork City Garda Division,Road and traffic offences,4550.0
2015,Cork City Garda Division,"Robbery, extortion and hijacking offences",117.0
2015,Cork City Garda Division,Sexual offences,113.0
2015,Cork City Garda Division,Theft and related offences,3792.0
2015,Cork City Garda Division,Weapons and explosives offences,113.0
2016,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1035.0
2016,Cork City Garda Division,Burglary and related offences,470.0
2016,Cork City Garda Division,Controlled drug offences,939.0
2016,Cork City Garda Division,Damage to property and to the environment  offences,1488.0
2016,Cork City Garda Division,Dangerous or negligent acts,1314.0
2016,Cork City Garda Division,"Fraud, deception and related offences",273.0
2016,Cork City Garda Division,Homicide & related offences,4.0
2016,Cork City Garda Division,Kidnapping and related offences,7.0
2016,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",576.0
2016,Cork City Garda Division,Offences not elsewhere classified,116.0
2016,Cork City Garda Division,Public order and other social code offences,2243.0
2016,Cork City Garda Division,Road and traffic offences,3793.0
2016,Cork City Garda Division,"Robbery, extortion and hijacking offences",95.0
2016,Cork City Garda Division,Sexual offences,110.0
2016,Cork City Garda Division,Theft and related offences,3407.0
2016,Cork City Garda Division,Weapons and explosives offences,96.0
2017,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1219.0
2017,Cork City Garda Division,Burglary and related offences,621.0
2017,Cork City Garda Division,Controlled drug offences,848.0
2017,Cork City Garda Division,Damage to property and to the environment  offences,1403.0
2017,Cork City Garda Division,Dangerous or negligent acts,1324.0
2017,Cork City Garda Division,"Fraud, deception and related offences",253.0
2017,Cork City Garda Division,Homicide & related offences,6.0
2017,Cork City Garda Division,Kidnapping and related offences,5.0
2017,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",534.0
2017,Cork City Garda Division,Offences not elsewhere classified,117.0
2017,Cork City Garda Division,Public order and other social code offences,2312.0
2017,Cork City Garda Division,Road and traffic offences,4583.0
2017,Cork City Garda Division,"Robbery, extortion and hijacking offences",77.0
2017,Cork City Garda Division,Sexual offences,214.0
2017,Cork City Garda Division,Theft and related offences,3723.0
2017,Cork City Garda Division,Weapons and explosives offences,118.0
2018,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1109.0
2018,Cork City Garda Division,Burglary and related offences,519.0
2018,Cork City Garda Division,Controlled drug offences,938.0
2018,Cork City Garda Division,Damage to property and to the environment  offences,1310.0
