Quarter,Garda Division,Type of Offence,VALUE
2006Q3,D.M.R. Western Garda Division,Dangerous or negligent acts,4377.0
2006Q3,D.M.R. Western Garda Division,"Fraud, deception and related offences",70.0
2006Q3,D.M.R. Western Garda Division,Homicide & related offences,1.0
2006Q3,D.M.R. Western Garda Division,Kidnapping and related offences,1.0
2006Q3,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",138.0
2006Q3,D.M.R. Western Garda Division,Offences not elsewhere classified,28.0
2006Q3,D.M.R. Western Garda Division,Public order and other social code offences,791.0
2006Q3,D.M.R. Western Garda Division,Road and traffic offences,3347.0
2006Q3,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",79.0
2006Q3,D.M.R. Western Garda Division,Sexual offences,25.0
2006Q3,D.M.R. Western Garda Division,Theft and related offences,1482.0
2006Q3,D.M.R. Western Garda Division,Weapons and explosives offences,100.0
2006Q4,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",218.0
2006Q4,D.M.R. Western Garda Division,Burglary and related offences,359.0
2006Q4,D.M.R. Western Garda Division,Controlled drug offences,249.0
2006Q4,D.M.R. Western Garda Division,Damage to property and to the environment  offences,996.0
2006Q4,D.M.R. Western Garda Division,Dangerous or negligent acts,2145.0
2006Q4,D.M.R. Western Garda Division,"Fraud, deception and related offences",77.0
2006Q4,D.M.R. Western Garda Division,Homicide & related offences,3.0
2006Q4,D.M.R. Western Garda Division,Kidnapping and related offences,3.0
2006Q4,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",166.0
2006Q4,D.M.R. Western Garda Division,Offences not elsewhere classified,41.0
2006Q4,D.M.R. Western Garda Division,Public order and other social code offences,691.0
2006Q4,D.M.R. Western Garda Division,Road and traffic offences,3605.0
2006Q4,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",101.0
2006Q4,D.M.R. Western Garda Division,Sexual offences,19.0
2006Q4,D.M.R. Western Garda Division,Theft and related offences,1586.0
2006Q4,D.M.R. Western Garda Division,Weapons and explosives offences,103.0
2007Q1,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",181.0
2007Q1,D.M.R. Western Garda Division,Burglary and related offences,344.0
2007Q1,D.M.R. Western Garda Division,Controlled drug offences,280.0
2007Q1,D.M.R. Western Garda Division,Damage to property and to the environment  offences,1020.0
2007Q1,D.M.R. Western Garda Division,Dangerous or negligent acts,1889.0
2007Q1,D.M.R. Western Garda Division,"Fraud, deception and related offences",127.0
