Quarter,Garda Division,Type of Offence,VALUE
2006Q2,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2006Q2,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",55.0
2006Q2,D.M.R. Eastern Garda Division,Offences not elsewhere classified,12.0
2006Q2,D.M.R. Eastern Garda Division,Public order and other social code offences,477.0
2006Q2,D.M.R. Eastern Garda Division,Road and traffic offences,1651.0
2006Q2,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",22.0
2006Q2,D.M.R. Eastern Garda Division,Sexual offences,2.0
2006Q2,D.M.R. Eastern Garda Division,Theft and related offences,779.0
2006Q2,D.M.R. Eastern Garda Division,Weapons and explosives offences,10.0
2006Q3,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",116.0
2006Q3,D.M.R. Eastern Garda Division,Burglary and related offences,324.0
2006Q3,D.M.R. Eastern Garda Division,Controlled drug offences,126.0
2006Q3,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,426.0
2006Q3,D.M.R. Eastern Garda Division,Dangerous or negligent acts,369.0
2006Q3,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",33.0
2006Q3,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2006Q3,D.M.R. Eastern Garda Division,Kidnapping and related offences,1.0
2006Q3,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",52.0
2006Q3,D.M.R. Eastern Garda Division,Offences not elsewhere classified,6.0
2006Q3,D.M.R. Eastern Garda Division,Public order and other social code offences,420.0
2006Q3,D.M.R. Eastern Garda Division,Road and traffic offences,1889.0
2006Q3,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",18.0
2006Q3,D.M.R. Eastern Garda Division,Sexual offences,6.0
2006Q3,D.M.R. Eastern Garda Division,Theft and related offences,842.0
2006Q3,D.M.R. Eastern Garda Division,Weapons and explosives offences,16.0
2006Q4,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",88.0
2006Q4,D.M.R. Eastern Garda Division,Burglary and related offences,398.0
2006Q4,D.M.R. Eastern Garda Division,Controlled drug offences,171.0
2006Q4,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,429.0
2006Q4,D.M.R. Eastern Garda Division,Dangerous or negligent acts,223.0
2006Q4,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",45.0
2006Q4,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2006Q4,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2006Q4,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",52.0
2006Q4,D.M.R. Eastern Garda Division,Offences not elsewhere classified,6.0
2006Q4,D.M.R. Eastern Garda Division,Public order and other social code offences,489.0
2006Q4,D.M.R. Eastern Garda Division,Road and traffic offences,2070.0
2006Q4,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",23.0
2006Q4,D.M.R. Eastern Garda Division,Sexual offences,9.0
2006Q4,D.M.R. Eastern Garda Division,Theft and related offences,758.0
