Year,Garda Division,Type of Offence,VALUE,Population
2008,Wicklow Garda Division,Burglary and related offences,1039.0,126194
2008,Wicklow Garda Division,Controlled drug offences,801.0,126194
2008,Wicklow Garda Division,Damage to property and to the environment  offences,1377.0,126194
2008,Wicklow Garda Division,Dangerous or negligent acts,1648.0,126194
2008,Wicklow Garda Division,"Fraud, deception and related offences",128.0,126194
2008,Wicklow Garda Division,Homicide & related offences,0.0,126194
2008,Wicklow Garda Division,Kidnapping and related offences,1.0,126194
2008,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",305.0,126194
2008,Wicklow Garda Division,Offences not elsewhere classified,88.0,126194
2008,Wicklow Garda Division,Public order and other social code offences,1622.0,126194
2008,Wicklow Garda Division,Road and traffic offences,4121.0,126194
2008,Wicklow Garda Division,"Robbery, extortion and hijacking offences",52.0,126194
2008,Wicklow Garda Division,Sexual offences,33.0,126194
2008,Wicklow Garda Division,Theft and related offences,2166.0,126194
2008,Wicklow Garda Division,Weapons and explosives offences,101.0,126194
2009,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",679.0,133666
2009,Cavan-Monaghan Garda Division,Burglary and related offences,489.0,133666
2009,Cavan-Monaghan Garda Division,Controlled drug offences,233.0,133666
2009,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,697.0,133666
2009,Cavan-Monaghan Garda Division,Dangerous or negligent acts,2031.0,133666
2009,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",174.0,133666
2009,Cavan-Monaghan Garda Division,Homicide & related offences,2.0,133666
2009,Cavan-Monaghan Garda Division,Kidnapping and related offences,4.0,133666
2009,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",191.0,133666
2009,Cavan-Monaghan Garda Division,Offences not elsewhere classified,126.0,133666
2009,Cavan-Monaghan Garda Division,Public order and other social code offences,1671.0,133666
2009,Cavan-Monaghan Garda Division,Road and traffic offences,3000.0,133666
2009,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",11.0,133666
2009,Cavan-Monaghan Garda Division,Sexual offences,46.0,133666
2009,Cavan-Monaghan Garda Division,Theft and related offences,1156.0,133666
2009,Cavan-Monaghan Garda Division,Weapons and explosives offences,70.0,133666
2009,Clare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",478.0,117196
2009,Clare Garda Division,Burglary and related offences,438.0,117196
2009,Clare Garda Division,Controlled drug offences,413.0,117196
2009,Clare Garda Division,Damage to property and to the environment  offences,773.0,117196
2009,Clare Garda Division,Dangerous or negligent acts,1744.0,117196
2009,Clare Garda Division,"Fraud, deception and related offences",82.0,117196
2009,Clare Garda Division,Homicide & related offences,2.0,117196
2009,Clare Garda Division,Kidnapping and related offences,0.0,117196
2009,Clare Garda Division,"Offences against government, justice procedures and organisation of crime",170.0,117196
2009,Clare Garda Division,Offences not elsewhere classified,168.0,117196
2009,Clare Garda Division,Public order and other social code offences,1431.0,117196
2009,Clare Garda Division,Road and traffic offences,4369.0,117196
2009,Clare Garda Division,"Robbery, extortion and hijacking offences",29.0,117196
2009,Clare Garda Division,Sexual offences,28.0,117196
2009,Clare Garda Division,Theft and related offences,1195.0,117196
2009,Clare Garda Division,Weapons and explosives offences,87.0,117196
2009,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1144.0,519032
2009,Cork City Garda Division,Burglary and related offences,936.0,519032
2009,Cork City Garda Division,Controlled drug offences,1437.0,519032
2009,Cork City Garda Division,Damage to property and to the environment  offences,2605.0,519032
2009,Cork City Garda Division,Dangerous or negligent acts,2000.0,519032
2009,Cork City Garda Division,"Fraud, deception and related offences",262.0,519032
2009,Cork City Garda Division,Homicide & related offences,2.0,519032
2009,Cork City Garda Division,Kidnapping and related offences,4.0,519032
2009,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",718.0,519032
2009,Cork City Garda Division,Offences not elsewhere classified,157.0,519032
2009,Cork City Garda Division,Public order and other social code offences,4201.0,519032
2009,Cork City Garda Division,Road and traffic offences,10013.0,519032
2009,Cork City Garda Division,"Robbery, extortion and hijacking offences",114.0,519032
2009,Cork City Garda Division,Sexual offences,90.0,519032
2009,Cork City Garda Division,Theft and related offences,4582.0,519032
2009,Cork City Garda Division,Weapons and explosives offences,236.0,519032
2009,Cork North Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",456.0,519032
2009,Cork North Garda Division,Burglary and related offences,313.0,519032
2009,Cork North Garda Division,Controlled drug offences,592.0,519032
2009,Cork North Garda Division,Damage to property and to the environment  offences,744.0,519032
2009,Cork North Garda Division,Dangerous or negligent acts,1352.0,519032
2009,Cork North Garda Division,"Fraud, deception and related offences",115.0,519032
2009,Cork North Garda Division,Homicide & related offences,4.0,519032
2009,Cork North Garda Division,Kidnapping and related offences,7.0,519032
2009,Cork North Garda Division,"Offences against government, justice procedures and organisation of crime",132.0,519032
2009,Cork North Garda Division,Offences not elsewhere classified,88.0,519032
2009,Cork North Garda Division,Public order and other social code offences,1509.0,519032
2009,Cork North Garda Division,Road and traffic offences,4298.0,519032
2009,Cork North Garda Division,"Robbery, extortion and hijacking offences",10.0,519032
2009,Cork North Garda Division,Sexual offences,28.0,519032
2009,Cork North Garda Division,Theft and related offences,1085.0,519032
2009,Cork North Garda Division,Weapons and explosives offences,57.0,519032
2009,Cork West Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",411.0,519032
2009,Cork West Garda Division,Burglary and related offences,256.0,519032
2009,Cork West Garda Division,Controlled drug offences,471.0,519032
2009,Cork West Garda Division,Damage to property and to the environment  offences,563.0,519032
2009,Cork West Garda Division,Dangerous or negligent acts,823.0,519032
2009,Cork West Garda Division,"Fraud, deception and related offences",73.0,519032
2009,Cork West Garda Division,Homicide & related offences,2.0,519032
2009,Cork West Garda Division,Kidnapping and related offences,1.0,519032
2009,Cork West Garda Division,"Offences against government, justice procedures and organisation of crime",91.0,519032
2009,Cork West Garda Division,Offences not elsewhere classified,77.0,519032
2009,Cork West Garda Division,Public order and other social code offences,1132.0,519032
2009,Cork West Garda Division,Road and traffic offences,2228.0,519032
2009,Cork West Garda Division,"Robbery, extortion and hijacking offences",10.0,519032
2009,Cork West Garda Division,Sexual offences,33.0,519032
2009,Cork West Garda Division,Theft and related offences,880.0,519032
2009,Cork West Garda Division,Weapons and explosives offences,42.0,519032
2009,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",490.0,1273069
2009,D.M.R. Eastern Garda Division,Burglary and related offences,1405.0,1273069
2009,D.M.R. Eastern Garda Division,Controlled drug offences,638.0,1273069
2009,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,1633.0,1273069
2009,D.M.R. Eastern Garda Division,Dangerous or negligent acts,1106.0,1273069
2009,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",244.0,1273069
2009,D.M.R. Eastern Garda Division,Homicide & related offences,2.0,1273069
2009,D.M.R. Eastern Garda Division,Kidnapping and related offences,5.0,1273069
2009,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",334.0,1273069
2009,D.M.R. Eastern Garda Division,Offences not elsewhere classified,51.0,1273069
2009,D.M.R. Eastern Garda Division,Public order and other social code offences,2073.0,1273069
2009,D.M.R. Eastern Garda Division,Road and traffic offences,8447.0,1273069
2009,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",65.0,1273069
2009,D.M.R. Eastern Garda Division,Sexual offences,47.0,1273069
2009,D.M.R. Eastern Garda Division,Theft and related offences,3228.0,1273069
2009,D.M.R. Eastern Garda Division,Weapons and explosives offences,92.0,1273069
2009,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",730.0,1273069
2009,D.M.R. North Central Garda Division,Burglary and related offences,1103.0,1273069
2009,D.M.R. North Central Garda Division,Controlled drug offences,1232.0,1273069
2009,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,2157.0,1273069
2009,D.M.R. North Central Garda Division,Dangerous or negligent acts,790.0,1273069
2009,D.M.R. North Central Garda Division,"Fraud, deception and related offences",368.0,1273069
2009,D.M.R. North Central Garda Division,Homicide & related offences,6.0,1273069
2009,D.M.R. North Central Garda Division,Kidnapping and related offences,6.0,1273069
2009,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",4307.0,1273069
2009,D.M.R. North Central Garda Division,Offences not elsewhere classified,134.0,1273069
2009,D.M.R. North Central Garda Division,Public order and other social code offences,2992.0,1273069
2009,D.M.R. North Central Garda Division,Road and traffic offences,9539.0,1273069
2009,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",295.0,1273069
2009,D.M.R. North Central Garda Division,Sexual offences,42.0,1273069
2009,D.M.R. North Central Garda Division,Theft and related offences,6452.0,1273069
2009,D.M.R. North Central Garda Division,Weapons and explosives offences,323.0,1273069
2009,D.M.R. Northern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1160.0,1273069
2009,D.M.R. Northern Garda Division,Burglary and related offences,2386.0,1273069
2009,D.M.R. Northern Garda Division,Controlled drug offences,2009.0,1273069
2009,D.M.R. Northern Garda Division,Damage to property and to the environment  offences,3350.0,1273069
2009,D.M.R. Northern Garda Division,Dangerous or negligent acts,2876.0,1273069
2009,D.M.R. Northern Garda Division,"Fraud, deception and related offences",392.0,1273069
2009,D.M.R. Northern Garda Division,Homicide & related offences,7.0,1273069
2009,D.M.R. Northern Garda Division,Kidnapping and related offences,28.0,1273069
2009,D.M.R. Northern Garda Division,"Offences against government, justice procedures and organisation of crime",548.0,1273069
2009,D.M.R. Northern Garda Division,Offences not elsewhere classified,318.0,1273069
2009,D.M.R. Northern Garda Division,Public order and other social code offences,3696.0,1273069
2009,D.M.R. Northern Garda Division,Road and traffic offences,12222.0,1273069
2009,D.M.R. Northern Garda Division,"Robbery, extortion and hijacking offences",302.0,1273069
2009,D.M.R. Northern Garda Division,Sexual offences,125.0,1273069
2009,D.M.R. Northern Garda Division,Theft and related offences,6166.0,1273069
2009,D.M.R. Northern Garda Division,Weapons and explosives offences,347.0,1273069
2009,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",947.0,1273069
2009,D.M.R. South Central Garda Division,Burglary and related offences,1751.0,1273069
2009,D.M.R. South Central Garda Division,Controlled drug offences,1338.0,1273069
2009,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,2074.0,1273069
2009,D.M.R. South Central Garda Division,Dangerous or negligent acts,1836.0,1273069
2009,D.M.R. South Central Garda Division,"Fraud, deception and related offences",433.0,1273069
2009,D.M.R. South Central Garda Division,Homicide & related offences,1.0,1273069
2009,D.M.R. South Central Garda Division,Kidnapping and related offences,11.0,1273069
2009,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",351.0,1273069
2009,D.M.R. South Central Garda Division,Offences not elsewhere classified,147.0,1273069
2009,D.M.R. South Central Garda Division,Public order and other social code offences,4426.0,1273069
2009,D.M.R. South Central Garda Division,Road and traffic offences,9019.0,1273069
2009,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",270.0,1273069
2009,D.M.R. South Central Garda Division,Sexual offences,61.0,1273069
2009,D.M.R. South Central Garda Division,Theft and related offences,6434.0,1273069
2009,D.M.R. South Central Garda Division,Weapons and explosives offences,318.0,1273069
2009,D.M.R. Southern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",859.0,1273069
2009,D.M.R. Southern Garda Division,Burglary and related offences,2404.0,1273069
2009,D.M.R. Southern Garda Division,Controlled drug offences,1899.0,1273069
2009,D.M.R. Southern Garda Division,Damage to property and to the environment  offences,2796.0,1273069
2009,D.M.R. Southern Garda Division,Dangerous or negligent acts,1550.0,1273069
2009,D.M.R. Southern Garda Division,"Fraud, deception and related offences",302.0,1273069
2009,D.M.R. Southern Garda Division,Homicide & related offences,4.0,1273069
2009,D.M.R. Southern Garda Division,Kidnapping and related offences,10.0,1273069
2009,D.M.R. Southern Garda Division,"Offences against government, justice procedures and organisation of crime",403.0,1273069
2009,D.M.R. Southern Garda Division,Offences not elsewhere classified,70.0,1273069
2009,D.M.R. Southern Garda Division,Public order and other social code offences,2317.0,1273069
2009,D.M.R. Southern Garda Division,Road and traffic offences,10546.0,1273069
2009,D.M.R. Southern Garda Division,"Robbery, extortion and hijacking offences",227.0,1273069
2009,D.M.R. Southern Garda Division,Sexual offences,67.0,1273069
2009,D.M.R. Southern Garda Division,Theft and related offences,4554.0,1273069
2009,D.M.R. Southern Garda Division,Weapons and explosives offences,218.0,1273069
2009,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",944.0,1273069
2009,D.M.R. Western Garda Division,Burglary and related offences,1969.0,1273069
2009,D.M.R. Western Garda Division,Controlled drug offences,2309.0,1273069
2009,D.M.R. Western Garda Division,Damage to property and to the environment  offences,4262.0,1273069
2009,D.M.R. Western Garda Division,Dangerous or negligent acts,5010.0,1273069
2009,D.M.R. Western Garda Division,"Fraud, deception and related offences",376.0,1273069
2009,D.M.R. Western Garda Division,Homicide & related offences,15.0,1273069
2009,D.M.R. Western Garda Division,Kidnapping and related offences,15.0,1273069
2009,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",994.0,1273069
2009,D.M.R. Western Garda Division,Offences not elsewhere classified,184.0,1273069
2009,D.M.R. Western Garda Division,Public order and other social code offences,2796.0,1273069
2009,D.M.R. Western Garda Division,Road and traffic offences,12806.0,1273069
2009,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",353.0,1273069
2009,D.M.R. Western Garda Division,Sexual offences,105.0,1273069
2009,D.M.R. Western Garda Division,Theft and related offences,7517.0,1273069
2009,D.M.R. Western Garda Division,Weapons and explosives offences,461.0,1273069
2009,Donegal Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",927.0,161137
2009,Donegal Garda Division,Burglary and related offences,528.0,161137
2009,Donegal Garda Division,Controlled drug offences,480.0,161137
2009,Donegal Garda Division,Damage to property and to the environment  offences,1131.0,161137
2009,Donegal Garda Division,Dangerous or negligent acts,1969.0,161137
2009,Donegal Garda Division,"Fraud, deception and related offences",173.0,161137
2009,Donegal Garda Division,Homicide & related offences,5.0,161137
2009,Donegal Garda Division,Kidnapping and related offences,4.0,161137
2009,Donegal Garda Division,"Offences against government, justice procedures and organisation of crime",127.0,161137
2009,Donegal Garda Division,Offences not elsewhere classified,113.0,161137
2009,Donegal Garda Division,Public order and other social code offences,2251.0,161137
2009,Donegal Garda Division,Road and traffic offences,3315.0,161137
2009,Donegal Garda Division,"Robbery, extortion and hijacking offences",19.0,161137
2009,Donegal Garda Division,Sexual offences,50.0,161137
2009,Donegal Garda Division,Theft and related offences,1454.0,161137
2009,Donegal Garda Division,Weapons and explosives offences,107.0,161137
2009,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",898.0,250653
2009,Galway Garda Division,Burglary and related offences,1213.0,250653
2009,Galway Garda Division,Controlled drug offences,450.0,250653
2009,Galway Garda Division,Damage to property and to the environment  offences,1656.0,250653
2009,Galway Garda Division,Dangerous or negligent acts,1793.0,250653
2009,Galway Garda Division,"Fraud, deception and related offences",263.0,250653
2009,Galway Garda Division,Homicide & related offences,5.0,250653
2009,Galway Garda Division,Kidnapping and related offences,2.0,250653
2009,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",460.0,250653
2009,Galway Garda Division,Offences not elsewhere classified,215.0,250653
2009,Galway Garda Division,Public order and other social code offences,3640.0,250653
2009,Galway Garda Division,Road and traffic offences,5217.0,250653
2009,Galway Garda Division,"Robbery, extortion and hijacking offences",36.0,250653
2009,Galway Garda Division,Sexual offences,68.0,250653
2009,Galway Garda Division,Theft and related offences,3021.0,250653
2009,Galway Garda Division,Weapons and explosives offences,122.0,250653
2009,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",572.0,145502
2009,Kerry Garda Division,Burglary and related offences,369.0,145502
2009,Kerry Garda Division,Controlled drug offences,472.0,145502
2009,Kerry Garda Division,Damage to property and to the environment  offences,712.0,145502
2009,Kerry Garda Division,Dangerous or negligent acts,994.0,145502
2009,Kerry Garda Division,"Fraud, deception and related offences",106.0,145502
2009,Kerry Garda Division,Homicide & related offences,2.0,145502
2009,Kerry Garda Division,Kidnapping and related offences,1.0,145502
2009,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",166.0,145502
2009,Kerry Garda Division,Offences not elsewhere classified,48.0,145502
2009,Kerry Garda Division,Public order and other social code offences,2064.0,145502
2009,Kerry Garda Division,Road and traffic offences,3008.0,145502
2009,Kerry Garda Division,"Robbery, extortion and hijacking offences",27.0,145502
2009,Kerry Garda Division,Sexual offences,36.0,145502
2009,Kerry Garda Division,Theft and related offences,1159.0,145502
2009,Kerry Garda Division,Weapons and explosives offences,89.0,145502
2009,Kildare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",736.0,210312
2009,Kildare Garda Division,Burglary and related offences,1644.0,210312
2009,Kildare Garda Division,Controlled drug offences,779.0,210312
2009,Kildare Garda Division,Damage to property and to the environment  offences,1554.0,210312
2009,Kildare Garda Division,Dangerous or negligent acts,2778.0,210312
2009,Kildare Garda Division,"Fraud, deception and related offences",172.0,210312
2009,Kildare Garda Division,Homicide & related offences,2.0,210312
2009,Kildare Garda Division,Kidnapping and related offences,11.0,210312
2009,Kildare Garda Division,"Offences against government, justice procedures and organisation of crime",178.0,210312
2009,Kildare Garda Division,Offences not elsewhere classified,63.0,210312
2009,Kildare Garda Division,Public order and other social code offences,1261.0,210312
2009,Kildare Garda Division,Road and traffic offences,3555.0,210312
2009,Kildare Garda Division,"Robbery, extortion and hijacking offences",157.0,210312
2009,Kildare Garda Division,Sexual offences,61.0,210312
2009,Kildare Garda Division,Theft and related offences,2963.0,210312
2009,Kildare Garda Division,Weapons and explosives offences,92.0,210312
2009,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",704.0,150031
2009,Kilkenny-Carlow Garda Division,Burglary and related offences,1075.0,150031
2009,Kilkenny-Carlow Garda Division,Controlled drug offences,564.0,150031
2009,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,1190.0,150031
2009,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1799.0,150031
2009,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",123.0,150031
2009,Kilkenny-Carlow Garda Division,Homicide & related offences,4.0,150031
2009,Kilkenny-Carlow Garda Division,Kidnapping and related offences,3.0,150031
2009,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",150.0,150031
2009,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,91.0,150031
2009,Kilkenny-Carlow Garda Division,Public order and other social code offences,1800.0,150031
2009,Kilkenny-Carlow Garda Division,Road and traffic offences,4833.0,150031
2009,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",59.0,150031
2009,Kilkenny-Carlow Garda Division,Sexual offences,45.0,150031
2009,Kilkenny-Carlow Garda Division,Theft and related offences,2214.0,150031
2009,Kilkenny-Carlow Garda Division,Weapons and explosives offences,84.0,150031
2009,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",592.0,157246
2009,Laois-Offaly Garda Division,Burglary and related offences,699.0,157246
2009,Laois-Offaly Garda Division,Controlled drug offences,635.0,157246
2009,Laois-Offaly Garda Division,Damage to property and to the environment  offences,1097.0,157246
2009,Laois-Offaly Garda Division,Dangerous or negligent acts,2186.0,157246
2009,Laois-Offaly Garda Division,"Fraud, deception and related offences",156.0,157246
2009,Laois-Offaly Garda Division,Homicide & related offences,2.0,157246
2009,Laois-Offaly Garda Division,Kidnapping and related offences,1.0,157246
2009,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",195.0,157246
2009,Laois-Offaly Garda Division,Offences not elsewhere classified,84.0,157246
2009,Laois-Offaly Garda Division,Public order and other social code offences,1299.0,157246
2009,Laois-Offaly Garda Division,Road and traffic offences,3124.0,157246
2009,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",38.0,157246
2009,Laois-Offaly Garda Division,Sexual offences,42.0,157246
2009,Laois-Offaly Garda Division,Theft and related offences,1839.0,157246
2009,Laois-Offaly Garda Division,Weapons and explosives offences,120.0,157246
2009,Limerick Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",955.0,191809
2009,Limerick Garda Division,Burglary and related offences,1534.0,191809
2009,Limerick Garda Division,Controlled drug offences,960.0,191809
2009,Limerick Garda Division,Damage to property and to the environment  offences,2727.0,191809
2009,Limerick Garda Division,Dangerous or negligent acts,1586.0,191809
2009,Limerick Garda Division,"Fraud, deception and related offences",211.0,191809
2009,Limerick Garda Division,Homicide & related offences,11.0,191809
2009,Limerick Garda Division,Kidnapping and related offences,6.0,191809
2009,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",489.0,191809
2009,Limerick Garda Division,Offences not elsewhere classified,290.0,191809
2009,Limerick Garda Division,Public order and other social code offences,2972.0,191809
2009,Limerick Garda Division,Road and traffic offences,8713.0,191809
2009,Limerick Garda Division,"Robbery, extortion and hijacking offences",137.0,191809
2009,Limerick Garda Division,Sexual offences,82.0,191809
2009,Limerick Garda Division,Theft and related offences,4319.0,191809
2009,Limerick Garda Division,Weapons and explosives offences,250.0,191809
2009,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",584.0,122897
2009,Louth Garda Division,Burglary and related offences,950.0,122897
2009,Louth Garda Division,Controlled drug offences,539.0,122897
2009,Louth Garda Division,Damage to property and to the environment  offences,1580.0,122897
2009,Louth Garda Division,Dangerous or negligent acts,2345.0,122897
2009,Louth Garda Division,"Fraud, deception and related offences",160.0,122897
2009,Louth Garda Division,Homicide & related offences,1.0,122897
2009,Louth Garda Division,Kidnapping and related offences,3.0,122897
2009,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",193.0,122897
2009,Louth Garda Division,Offences not elsewhere classified,153.0,122897
2009,Louth Garda Division,Public order and other social code offences,1754.0,122897
2009,Louth Garda Division,Road and traffic offences,2943.0,122897
2009,Louth Garda Division,"Robbery, extortion and hijacking offences",53.0,122897
2009,Louth Garda Division,Sexual offences,144.0,122897
2009,Louth Garda Division,Theft and related offences,2257.0,122897
2009,Louth Garda Division,Weapons and explosives offences,111.0,122897
2009,Mayo Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",561.0,130638
2009,Mayo Garda Division,Burglary and related offences,402.0,130638
2009,Mayo Garda Division,Controlled drug offences,208.0,130638
2009,Mayo Garda Division,Damage to property and to the environment  offences,846.0,130638
2009,Mayo Garda Division,Dangerous or negligent acts,1243.0,130638
2009,Mayo Garda Division,"Fraud, deception and related offences",108.0,130638
2009,Mayo Garda Division,Homicide & related offences,5.0,130638
2009,Mayo Garda Division,Kidnapping and related offences,5.0,130638
2009,Mayo Garda Division,"Offences against government, justice procedures and organisation of crime",67.0,130638
2009,Mayo Garda Division,Offences not elsewhere classified,146.0,130638
2009,Mayo Garda Division,Public order and other social code offences,1338.0,130638
2009,Mayo Garda Division,Road and traffic offences,1544.0,130638
2009,Mayo Garda Division,"Robbery, extortion and hijacking offences",15.0,130638
2009,Mayo Garda Division,Sexual offences,27.0,130638
2009,Mayo Garda Division,Theft and related offences,1142.0,130638
2009,Mayo Garda Division,Weapons and explosives offences,72.0,130638
2009,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",543.0,184135
2009,Meath Garda Division,Burglary and related offences,946.0,184135
2009,Meath Garda Division,Controlled drug offences,554.0,184135
2009,Meath Garda Division,Damage to property and to the environment  offences,1126.0,184135
2009,Meath Garda Division,Dangerous or negligent acts,1832.0,184135
2009,Meath Garda Division,"Fraud, deception and related offences",162.0,184135
2009,Meath Garda Division,Homicide & related offences,4.0,184135
2009,Meath Garda Division,Kidnapping and related offences,2.0,184135
2009,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",146.0,184135
2009,Meath Garda Division,Offences not elsewhere classified,95.0,184135
2009,Meath Garda Division,Public order and other social code offences,1216.0,184135
2009,Meath Garda Division,Road and traffic offences,2693.0,184135
2009,Meath Garda Division,"Robbery, extortion and hijacking offences",62.0,184135
2009,Meath Garda Division,Sexual offences,53.0,184135
2009,Meath Garda Division,Theft and related offences,2537.0,184135
2009,Meath Garda Division,Weapons and explosives offences,109.0,184135
2009,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",413.0,103065
2009,Roscommon-Longford Garda Division,Burglary and related offences,532.0,103065
2009,Roscommon-Longford Garda Division,Controlled drug offences,180.0,103065
2009,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,571.0,103065
2009,Roscommon-Longford Garda Division,Dangerous or negligent acts,1006.0,103065
2009,Roscommon-Longford Garda Division,"Fraud, deception and related offences",90.0,103065
2009,Roscommon-Longford Garda Division,Homicide & related offences,0.0,103065
2009,Roscommon-Longford Garda Division,Kidnapping and related offences,2.0,103065
2009,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",86.0,103065
2009,Roscommon-Longford Garda Division,Offences not elsewhere classified,100.0,103065
2009,Roscommon-Longford Garda Division,Public order and other social code offences,787.0,103065
2009,Roscommon-Longford Garda Division,Road and traffic offences,2670.0,103065
2009,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",16.0,103065
2009,Roscommon-Longford Garda Division,Sexual offences,20.0,103065
2009,Roscommon-Longford Garda Division,Theft and related offences,935.0,103065
2009,Roscommon-Longford Garda Division,Weapons and explosives offences,63.0,103065
2009,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",419.0,97191
2009,Sligo-Leitrim Garda Division,Burglary and related offences,374.0,97191
2009,Sligo-Leitrim Garda Division,Controlled drug offences,216.0,97191
2009,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,699.0,97191
2009,Sligo-Leitrim Garda Division,Dangerous or negligent acts,2240.0,97191
2009,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",98.0,97191
2009,Sligo-Leitrim Garda Division,Homicide & related offences,0.0,97191
2009,Sligo-Leitrim Garda Division,Kidnapping and related offences,1.0,97191
2009,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",124.0,97191
2009,Sligo-Leitrim Garda Division,Offences not elsewhere classified,95.0,97191
2009,Sligo-Leitrim Garda Division,Public order and other social code offences,1071.0,97191
2009,Sligo-Leitrim Garda Division,Road and traffic offences,2238.0,97191
2009,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",19.0,97191
2009,Sligo-Leitrim Garda Division,Sexual offences,31.0,97191
2009,Sligo-Leitrim Garda Division,Theft and related offences,1018.0,97191
2009,Sligo-Leitrim Garda Division,Weapons and explosives offences,57.0,97191
2009,Tipperary Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",573.0,158754
2009,Tipperary Garda Division,Burglary and related offences,682.0,158754
2009,Tipperary Garda Division,Controlled drug offences,721.0,158754
2009,Tipperary Garda Division,Damage to property and to the environment  offences,832.0,158754
2009,Tipperary Garda Division,Dangerous or negligent acts,3254.0,158754
2009,Tipperary Garda Division,"Fraud, deception and related offences",117.0,158754
2009,Tipperary Garda Division,Homicide & related offences,2.0,158754
2009,Tipperary Garda Division,Kidnapping and related offences,3.0,158754
2009,Tipperary Garda Division,"Offences against government, justice procedures and organisation of crime",173.0,158754
2009,Tipperary Garda Division,Offences not elsewhere classified,82.0,158754
2009,Tipperary Garda Division,Public order and other social code offences,1628.0,158754
2009,Tipperary Garda Division,Road and traffic offences,4012.0,158754
2009,Tipperary Garda Division,"Robbery, extortion and hijacking offences",29.0,158754
2009,Tipperary Garda Division,Sexual offences,52.0,158754
2009,Tipperary Garda Division,Theft and related offences,1378.0,158754
2009,Tipperary Garda Division,Weapons and explosives offences,140.0,158754
