Year,Garda Division,Type of Offence,VALUE,Population
2020,Donegal Garda Division,"Fraud, deception and related offences",203.0,167084
2020,Donegal Garda Division,Homicide & related offences,0.0,167084
2020,Donegal Garda Division,Kidnapping and related offences,8.0,167084
2020,Donegal Garda Division,"Offences against government, justice procedures and organisation of crime",130.0,167084
2020,Donegal Garda Division,Offences not elsewhere classified,77.0,167084
2020,Donegal Garda Division,Public order and other social code offences,883.0,167084
2020,Donegal Garda Division,Road and traffic offences,2013.0,167084
2020,Donegal Garda Division,"Robbery, extortion and hijacking offences",12.0,167084
2020,Donegal Garda Division,Sexual offences,113.0,167084
2020,Donegal Garda Division,Theft and related offences,530.0,167084
2020,Donegal Garda Division,Weapons and explosives offences,72.0,167084
2020,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",940.0,277737
2020,Galway Garda Division,Burglary and related offences,413.0,277737
2020,Galway Garda Division,Controlled drug offences,537.0,277737
2020,Galway Garda Division,Damage to property and to the environment  offences,773.0,277737
2020,Galway Garda Division,Dangerous or negligent acts,2324.0,277737
2020,Galway Garda Division,"Fraud, deception and related offences",367.0,277737
2020,Galway Garda Division,Homicide & related offences,2.0,277737
2020,Galway Garda Division,Kidnapping and related offences,2.0,277737
2020,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",283.0,277737
2020,Galway Garda Division,Offences not elsewhere classified,98.0,277737
2020,Galway Garda Division,Public order and other social code offences,1582.0,277737
2020,Galway Garda Division,Road and traffic offences,2934.0,277737
2020,Galway Garda Division,"Robbery, extortion and hijacking offences",50.0,277737
2020,Galway Garda Division,Sexual offences,149.0,277737
2020,Galway Garda Division,Theft and related offences,1638.0,277737
2020,Galway Garda Division,Weapons and explosives offences,111.0,277737
2020,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",584.0,156458
2020,Kerry Garda Division,Burglary and related offences,180.0,156458
2020,Kerry Garda Division,Controlled drug offences,571.0,156458
2020,Kerry Garda Division,Damage to property and to the environment  offences,369.0,156458
2020,Kerry Garda Division,Dangerous or negligent acts,899.0,156458
2020,Kerry Garda Division,"Fraud, deception and related offences",198.0,156458
2020,Kerry Garda Division,Homicide & related offences,5.0,156458
2020,Kerry Garda Division,Kidnapping and related offences,0.0,156458
2020,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",153.0,156458
2020,Kerry Garda Division,Offences not elsewhere classified,46.0,156458
2020,Kerry Garda Division,Public order and other social code offences,1013.0,156458
2020,Kerry Garda Division,Road and traffic offences,1309.0,156458
2020,Kerry Garda Division,"Robbery, extortion and hijacking offences",15.0,156458
2020,Kerry Garda Division,Sexual offences,80.0,156458
2020,Kerry Garda Division,Theft and related offences,736.0,156458
2020,Kerry Garda Division,Weapons and explosives offences,45.0,156458
2020,Kildare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",668.0,247774
2020,Kildare Garda Division,Burglary and related offences,434.0,247774
2020,Kildare Garda Division,Controlled drug offences,785.0,247774
2020,Kildare Garda Division,Damage to property and to the environment  offences,617.0,247774
2020,Kildare Garda Division,Dangerous or negligent acts,2321.0,247774
2020,Kildare Garda Division,"Fraud, deception and related offences",299.0,247774
2020,Kildare Garda Division,Homicide & related offences,5.0,247774
2020,Kildare Garda Division,Kidnapping and related offences,2.0,247774
2020,Kildare Garda Division,"Offences against government, justice procedures and organisation of crime",267.0,247774
2020,Kildare Garda Division,Offences not elsewhere classified,82.0,247774
2020,Kildare Garda Division,Public order and other social code offences,761.0,247774
2020,Kildare Garda Division,Road and traffic offences,3120.0,247774
2020,Kildare Garda Division,"Robbery, extortion and hijacking offences",26.0,247774
2020,Kildare Garda Division,Sexual offences,105.0,247774
2020,Kildare Garda Division,Theft and related offences,1661.0,247774
2020,Kildare Garda Division,Weapons and explosives offences,96.0,247774
2020,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",400.0,166128
2020,Kilkenny-Carlow Garda Division,Burglary and related offences,234.0,166128
2020,Kilkenny-Carlow Garda Division,Controlled drug offences,661.0,166128
2020,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,399.0,166128
2020,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,985.0,166128
2020,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",166.0,166128
2020,Kilkenny-Carlow Garda Division,Homicide & related offences,4.0,166128
2020,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0,166128
2020,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",298.0,166128
2020,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,81.0,166128
2020,Kilkenny-Carlow Garda Division,Public order and other social code offences,913.0,166128
2020,Kilkenny-Carlow Garda Division,Road and traffic offences,1620.0,166128
2020,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",22.0,166128
2020,Kilkenny-Carlow Garda Division,Sexual offences,157.0,166128
2020,Kilkenny-Carlow Garda Division,Theft and related offences,823.0,166128
2020,Kilkenny-Carlow Garda Division,Weapons and explosives offences,66.0,166128
2020,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",671.0,175027
2020,Laois-Offaly Garda Division,Burglary and related offences,270.0,175027
2020,Laois-Offaly Garda Division,Controlled drug offences,718.0,175027
2020,Laois-Offaly Garda Division,Damage to property and to the environment  offences,625.0,175027
2020,Laois-Offaly Garda Division,Dangerous or negligent acts,1403.0,175027
2020,Laois-Offaly Garda Division,"Fraud, deception and related offences",232.0,175027
2020,Laois-Offaly Garda Division,Homicide & related offences,2.0,175027
2020,Laois-Offaly Garda Division,Kidnapping and related offences,4.0,175027
2020,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",276.0,175027
2020,Laois-Offaly Garda Division,Offences not elsewhere classified,53.0,175027
2020,Laois-Offaly Garda Division,Public order and other social code offences,723.0,175027
2020,Laois-Offaly Garda Division,Road and traffic offences,2047.0,175027
2020,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",19.0,175027
2020,Laois-Offaly Garda Division,Sexual offences,107.0,175027
2020,Laois-Offaly Garda Division,Theft and related offences,1156.0,175027
2020,Laois-Offaly Garda Division,Weapons and explosives offences,94.0,175027
2020,Limerick Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",785.0,209536
2020,Limerick Garda Division,Burglary and related offences,576.0,209536
2020,Limerick Garda Division,Controlled drug offences,876.0,209536
2020,Limerick Garda Division,Damage to property and to the environment  offences,949.0,209536
2020,Limerick Garda Division,Dangerous or negligent acts,1893.0,209536
2020,Limerick Garda Division,"Fraud, deception and related offences",299.0,209536
2020,Limerick Garda Division,Homicide & related offences,2.0,209536
2020,Limerick Garda Division,Kidnapping and related offences,7.0,209536
2020,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",962.0,209536
2020,Limerick Garda Division,Offences not elsewhere classified,129.0,209536
2020,Limerick Garda Division,Public order and other social code offences,1453.0,209536
2020,Limerick Garda Division,Road and traffic offences,3267.0,209536
2020,Limerick Garda Division,"Robbery, extortion and hijacking offences",57.0,209536
2020,Limerick Garda Division,Sexual offences,133.0,209536
2020,Limerick Garda Division,Theft and related offences,2689.0,209536
2020,Limerick Garda Division,Weapons and explosives offences,130.0,209536
2020,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",709.0,139703
2020,Louth Garda Division,Burglary and related offences,360.0,139703
2020,Louth Garda Division,Controlled drug offences,920.0,139703
2020,Louth Garda Division,Damage to property and to the environment  offences,762.0,139703
2020,Louth Garda Division,Dangerous or negligent acts,1291.0,139703
2020,Louth Garda Division,"Fraud, deception and related offences",245.0,139703
2020,Louth Garda Division,Homicide & related offences,5.0,139703
2020,Louth Garda Division,Kidnapping and related offences,6.0,139703
2020,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",370.0,139703
2020,Louth Garda Division,Offences not elsewhere classified,51.0,139703
2020,Louth Garda Division,Public order and other social code offences,1031.0,139703
2020,Louth Garda Division,Road and traffic offences,1641.0,139703
2020,Louth Garda Division,"Robbery, extortion and hijacking offences",30.0,139703
2020,Louth Garda Division,Sexual offences,107.0,139703
2020,Louth Garda Division,Theft and related offences,1388.0,139703
2020,Louth Garda Division,Weapons and explosives offences,127.0,139703
2020,Mayo Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",379.0,137970
2020,Mayo Garda Division,Burglary and related offences,102.0,137970
2020,Mayo Garda Division,Controlled drug offences,324.0,137970
2020,Mayo Garda Division,Damage to property and to the environment  offences,314.0,137970
2020,Mayo Garda Division,Dangerous or negligent acts,716.0,137970
2020,Mayo Garda Division,"Fraud, deception and related offences",158.0,137970
2020,Mayo Garda Division,Homicide & related offences,3.0,137970
2020,Mayo Garda Division,Kidnapping and related offences,3.0,137970
2020,Mayo Garda Division,"Offences against government, justice procedures and organisation of crime",66.0,137970
2020,Mayo Garda Division,Offences not elsewhere classified,30.0,137970
2020,Mayo Garda Division,Public order and other social code offences,466.0,137970
2020,Mayo Garda Division,Road and traffic offences,1013.0,137970
2020,Mayo Garda Division,"Robbery, extortion and hijacking offences",8.0,137970
2020,Mayo Garda Division,Sexual offences,67.0,137970
2020,Mayo Garda Division,Theft and related offences,515.0,137970
2020,Mayo Garda Division,Weapons and explosives offences,37.0,137970
2020,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",569.0,220826
2020,Meath Garda Division,Burglary and related offences,395.0,220826
2020,Meath Garda Division,Controlled drug offences,527.0,220826
2020,Meath Garda Division,Damage to property and to the environment  offences,598.0,220826
2020,Meath Garda Division,Dangerous or negligent acts,1532.0,220826
2020,Meath Garda Division,"Fraud, deception and related offences",257.0,220826
2020,Meath Garda Division,Homicide & related offences,1.0,220826
2020,Meath Garda Division,Kidnapping and related offences,8.0,220826
2020,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",239.0,220826
2020,Meath Garda Division,Offences not elsewhere classified,44.0,220826
2020,Meath Garda Division,Public order and other social code offences,610.0,220826
2020,Meath Garda Division,Road and traffic offences,1805.0,220826
2020,Meath Garda Division,"Robbery, extortion and hijacking offences",44.0,220826
2020,Meath Garda Division,Sexual offences,92.0,220826
2020,Meath Garda Division,Theft and related offences,1722.0,220826
2020,Meath Garda Division,Weapons and explosives offences,85.0,220826
2020,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",358.0,117010
2020,Roscommon-Longford Garda Division,Burglary and related offences,117.0,117010
2020,Roscommon-Longford Garda Division,Controlled drug offences,277.0,117010
2020,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,266.0,117010
2020,Roscommon-Longford Garda Division,Dangerous or negligent acts,866.0,117010
2020,Roscommon-Longford Garda Division,"Fraud, deception and related offences",152.0,117010
2020,Roscommon-Longford Garda Division,Homicide & related offences,2.0,117010
2020,Roscommon-Longford Garda Division,Kidnapping and related offences,3.0,117010
2020,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",253.0,117010
2020,Roscommon-Longford Garda Division,Offences not elsewhere classified,50.0,117010
2020,Roscommon-Longford Garda Division,Public order and other social code offences,397.0,117010
2020,Roscommon-Longford Garda Division,Road and traffic offences,1706.0,117010
2020,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",10.0,117010
2020,Roscommon-Longford Garda Division,Sexual offences,54.0,117010
2020,Roscommon-Longford Garda Division,Theft and related offences,576.0,117010
2020,Roscommon-Longford Garda Division,Weapons and explosives offences,50.0,117010
2020,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",322.0,105397
2020,Sligo-Leitrim Garda Division,Burglary and related offences,159.0,105397
2020,Sligo-Leitrim Garda Division,Controlled drug offences,323.0,105397
2020,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,336.0,105397
2020,Sligo-Leitrim Garda Division,Dangerous or negligent acts,473.0,105397
2020,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",123.0,105397
2020,Sligo-Leitrim Garda Division,Homicide & related offences,1.0,105397
2020,Sligo-Leitrim Garda Division,Kidnapping and related offences,5.0,105397
2020,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",152.0,105397
2020,Sligo-Leitrim Garda Division,Offences not elsewhere classified,41.0,105397
2020,Sligo-Leitrim Garda Division,Public order and other social code offences,570.0,105397
2020,Sligo-Leitrim Garda Division,Road and traffic offences,705.0,105397
2020,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",12.0,105397
2020,Sligo-Leitrim Garda Division,Sexual offences,64.0,105397
2020,Sligo-Leitrim Garda Division,Theft and related offences,531.0,105397
2020,Sligo-Leitrim Garda Division,Weapons and explosives offences,53.0,105397
2020,Tipperary Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",518.0,167895
2020,Tipperary Garda Division,Burglary and related offences,276.0,167895
2020,Tipperary Garda Division,Controlled drug offences,735.0,167895
2020,Tipperary Garda Division,Damage to property and to the environment  offences,445.0,167895
2020,Tipperary Garda Division,Dangerous or negligent acts,1454.0,167895
2020,Tipperary Garda Division,"Fraud, deception and related offences",144.0,167895
2020,Tipperary Garda Division,Homicide & related offences,3.0,167895
2020,Tipperary Garda Division,Kidnapping and related offences,6.0,167895
2020,Tipperary Garda Division,"Offences against government, justice procedures and organisation of crime",277.0,167895
2020,Tipperary Garda Division,Offences not elsewhere classified,84.0,167895
2020,Tipperary Garda Division,Public order and other social code offences,863.0,167895
2020,Tipperary Garda Division,Road and traffic offences,2104.0,167895
2020,Tipperary Garda Division,"Robbery, extortion and hijacking offences",9.0,167895
2020,Tipperary Garda Division,Sexual offences,92.0,167895
2020,Tipperary Garda Division,Theft and related offences,1006.0,167895
2020,Tipperary Garda Division,Weapons and explosives offences,74.0,167895
2020,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",629.0,127363
2020,Waterford Garda Division,Burglary and related offences,226.0,127363
2020,Waterford Garda Division,Controlled drug offences,795.0,127363
2020,Waterford Garda Division,Damage to property and to the environment  offences,620.0,127363
2020,Waterford Garda Division,Dangerous or negligent acts,1213.0,127363
2020,Waterford Garda Division,"Fraud, deception and related offences",197.0,127363
2020,Waterford Garda Division,Homicide & related offences,1.0,127363
2020,Waterford Garda Division,Kidnapping and related offences,1.0,127363
2020,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",159.0,127363
2020,Waterford Garda Division,Offences not elsewhere classified,43.0,127363
2020,Waterford Garda Division,Public order and other social code offences,923.0,127363
2020,Waterford Garda Division,Road and traffic offences,1990.0,127363
2020,Waterford Garda Division,"Robbery, extortion and hijacking offences",40.0,127363
2020,Waterford Garda Division,Sexual offences,87.0,127363
2020,Waterford Garda Division,Theft and related offences,1081.0,127363
2020,Waterford Garda Division,Weapons and explosives offences,110.0,127363
2020,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",389.0,96221
2020,Westmeath Garda Division,Burglary and related offences,148.0,96221
2020,Westmeath Garda Division,Controlled drug offences,392.0,96221
2020,Westmeath Garda Division,Damage to property and to the environment  offences,366.0,96221
2020,Westmeath Garda Division,Dangerous or negligent acts,875.0,96221
2020,Westmeath Garda Division,"Fraud, deception and related offences",146.0,96221
2020,Westmeath Garda Division,Homicide & related offences,1.0,96221
2020,Westmeath Garda Division,Kidnapping and related offences,2.0,96221
2020,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",253.0,96221
2020,Westmeath Garda Division,Offences not elsewhere classified,25.0,96221
2020,Westmeath Garda Division,Public order and other social code offences,427.0,96221
2020,Westmeath Garda Division,Road and traffic offences,813.0,96221
2020,Westmeath Garda Division,"Robbery, extortion and hijacking offences",16.0,96221
2020,Westmeath Garda Division,Sexual offences,63.0,96221
2020,Westmeath Garda Division,Theft and related offences,658.0,96221
2020,Westmeath Garda Division,Weapons and explosives offences,46.0,96221
2020,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",527.0,163919
2020,Wexford Garda Division,Burglary and related offences,371.0,163919
2020,Wexford Garda Division,Controlled drug offences,414.0,163919
2020,Wexford Garda Division,Damage to property and to the environment  offences,543.0,163919
2020,Wexford Garda Division,Dangerous or negligent acts,1012.0,163919
2020,Wexford Garda Division,"Fraud, deception and related offences",180.0,163919
2020,Wexford Garda Division,Homicide & related offences,2.0,163919
2020,Wexford Garda Division,Kidnapping and related offences,3.0,163919
2020,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",217.0,163919
2020,Wexford Garda Division,Offences not elsewhere classified,56.0,163919
2020,Wexford Garda Division,Public order and other social code offences,488.0,163919
2020,Wexford Garda Division,Road and traffic offences,1838.0,163919
2020,Wexford Garda Division,"Robbery, extortion and hijacking offences",20.0,163919
2020,Wexford Garda Division,Sexual offences,108.0,163919
2020,Wexford Garda Division,Theft and related offences,869.0,163919
2020,Wexford Garda Division,Weapons and explosives offences,52.0,163919
2020,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",377.0,155851
2020,Wicklow Garda Division,Burglary and related offences,322.0,155851
2020,Wicklow Garda Division,Controlled drug offences,658.0,155851
2020,Wicklow Garda Division,Damage to property and to the environment  offences,511.0,155851
2020,Wicklow Garda Division,Dangerous or negligent acts,1887.0,155851
2020,Wicklow Garda Division,"Fraud, deception and related offences",182.0,155851
2020,Wicklow Garda Division,Homicide & related offences,0.0,155851
2020,Wicklow Garda Division,Kidnapping and related offences,3.0,155851
2020,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",355.0,155851
2020,Wicklow Garda Division,Offences not elsewhere classified,50.0,155851
2020,Wicklow Garda Division,Public order and other social code offences,603.0,155851
2020,Wicklow Garda Division,Road and traffic offences,1751.0,155851
2020,Wicklow Garda Division,"Robbery, extortion and hijacking offences",26.0,155851
2020,Wicklow Garda Division,Sexual offences,93.0,155851
2020,Wicklow Garda Division,Theft and related offences,1235.0,155851
2020,Wicklow Garda Division,Weapons and explosives offences,56.0,155851
2021,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",719.0,146992
2021,Cavan-Monaghan Garda Division,Burglary and related offences,196.0,146992
2021,Cavan-Monaghan Garda Division,Controlled drug offences,330.0,146992
2021,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,489.0,146992
2021,Cavan-Monaghan Garda Division,Dangerous or negligent acts,1311.0,146992
2021,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",492.0,146992
2021,Cavan-Monaghan Garda Division,Homicide & related offences,2.0,146992
2021,Cavan-Monaghan Garda Division,Kidnapping and related offences,2.0,146992
2021,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",240.0,146992
2021,Cavan-Monaghan Garda Division,Offences not elsewhere classified,59.0,146992
2021,Cavan-Monaghan Garda Division,Public order and other social code offences,1318.0,146992
2021,Cavan-Monaghan Garda Division,Road and traffic offences,1118.0,146992
2021,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",22.0,146992
2021,Cavan-Monaghan Garda Division,Sexual offences,112.0,146992
2021,Cavan-Monaghan Garda Division,Theft and related offences,653.0,146992
2021,Cavan-Monaghan Garda Division,Weapons and explosives offences,63.0,146992
2021,Clare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",387.0,127938
2021,Clare Garda Division,Burglary and related offences,136.0,127938
2021,Clare Garda Division,Controlled drug offences,262.0,127938
2021,Clare Garda Division,Damage to property and to the environment  offences,375.0,127938
2021,Clare Garda Division,Dangerous or negligent acts,827.0,127938
2021,Clare Garda Division,"Fraud, deception and related offences",376.0,127938
2021,Clare Garda Division,Homicide & related offences,1.0,127938
2021,Clare Garda Division,Kidnapping and related offences,1.0,127938
2021,Clare Garda Division,"Offences against government, justice procedures and organisation of crime",162.0,127938
2021,Clare Garda Division,Offences not elsewhere classified,45.0,127938
2021,Clare Garda Division,Public order and other social code offences,585.0,127938
2021,Clare Garda Division,Road and traffic offences,817.0,127938
2021,Clare Garda Division,"Robbery, extortion and hijacking offences",18.0,127938
2021,Clare Garda Division,Sexual offences,61.0,127938
2021,Clare Garda Division,Theft and related offences,675.0,127938
2021,Clare Garda Division,Weapons and explosives offences,33.0,127938
2021,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1199.0,584156
2021,Cork City Garda Division,Burglary and related offences,248.0,584156
2021,Cork City Garda Division,Controlled drug offences,1599.0,584156
2021,Cork City Garda Division,Damage to property and to the environment  offences,1090.0,584156
2021,Cork City Garda Division,Dangerous or negligent acts,1873.0,584156
2021,Cork City Garda Division,"Fraud, deception and related offences",837.0,584156
2021,Cork City Garda Division,Homicide & related offences,1.0,584156
2021,Cork City Garda Division,Kidnapping and related offences,3.0,584156
2021,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",473.0,584156
2021,Cork City Garda Division,Offences not elsewhere classified,75.0,584156
2021,Cork City Garda Division,Public order and other social code offences,3346.0,584156
2021,Cork City Garda Division,Road and traffic offences,2671.0,584156
2021,Cork City Garda Division,"Robbery, extortion and hijacking offences",69.0,584156
2021,Cork City Garda Division,Sexual offences,202.0,584156
2021,Cork City Garda Division,Theft and related offences,2191.0,584156
2021,Cork City Garda Division,Weapons and explosives offences,171.0,584156
2021,Cork North Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",624.0,584156
2021,Cork North Garda Division,Burglary and related offences,156.0,584156
2021,Cork North Garda Division,Controlled drug offences,668.0,584156
2021,Cork North Garda Division,Damage to property and to the environment  offences,434.0,584156
2021,Cork North Garda Division,Dangerous or negligent acts,1235.0,584156
2021,Cork North Garda Division,"Fraud, deception and related offences",484.0,584156
2021,Cork North Garda Division,Homicide & related offences,3.0,584156
2021,Cork North Garda Division,Kidnapping and related offences,9.0,584156
2021,Cork North Garda Division,"Offences against government, justice procedures and organisation of crime",179.0,584156
2021,Cork North Garda Division,Offences not elsewhere classified,40.0,584156
2021,Cork North Garda Division,Public order and other social code offences,1163.0,584156
2021,Cork North Garda Division,Road and traffic offences,1725.0,584156
2021,Cork North Garda Division,"Robbery, extortion and hijacking offences",18.0,584156
2021,Cork North Garda Division,Sexual offences,83.0,584156
2021,Cork North Garda Division,Theft and related offences,508.0,584156
2021,Cork North Garda Division,Weapons and explosives offences,53.0,584156
2021,Cork West Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",343.0,584156
2021,Cork West Garda Division,Burglary and related offences,64.0,584156
2021,Cork West Garda Division,Controlled drug offences,311.0,584156
2021,Cork West Garda Division,Damage to property and to the environment  offences,262.0,584156
2021,Cork West Garda Division,Dangerous or negligent acts,708.0,584156
2021,Cork West Garda Division,"Fraud, deception and related offences",351.0,584156
2021,Cork West Garda Division,Homicide & related offences,0.0,584156
2021,Cork West Garda Division,Kidnapping and related offences,4.0,584156
2021,Cork West Garda Division,"Offences against government, justice procedures and organisation of crime",83.0,584156
2021,Cork West Garda Division,Offences not elsewhere classified,60.0,584156
2021,Cork West Garda Division,Public order and other social code offences,586.0,584156
2021,Cork West Garda Division,Road and traffic offences,730.0,584156
2021,Cork West Garda Division,"Robbery, extortion and hijacking offences",8.0,584156
2021,Cork West Garda Division,Sexual offences,83.0,584156
2021,Cork West Garda Division,Theft and related offences,286.0,584156
2021,Cork West Garda Division,Weapons and explosives offences,19.0,584156
2021,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",482.0,1458154
2021,D.M.R. Eastern Garda Division,Burglary and related offences,478.0,1458154
2021,D.M.R. Eastern Garda Division,Controlled drug offences,492.0,1458154
2021,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,643.0,1458154
2021,D.M.R. Eastern Garda Division,Dangerous or negligent acts,661.0,1458154
2021,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",888.0,1458154
2021,D.M.R. Eastern Garda Division,Homicide & related offences,0.0,1458154
2021,D.M.R. Eastern Garda Division,Kidnapping and related offences,4.0,1458154
2021,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",394.0,1458154
2021,D.M.R. Eastern Garda Division,Offences not elsewhere classified,64.0,1458154
2021,D.M.R. Eastern Garda Division,Public order and other social code offences,885.0,1458154
2021,D.M.R. Eastern Garda Division,Road and traffic offences,972.0,1458154
2021,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",69.0,1458154
2021,D.M.R. Eastern Garda Division,Sexual offences,129.0,1458154
2021,D.M.R. Eastern Garda Division,Theft and related offences,2477.0,1458154
2021,D.M.R. Eastern Garda Division,Weapons and explosives offences,77.0,1458154
2021,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1138.0,1458154
2021,D.M.R. North Central Garda Division,Burglary and related offences,471.0,1458154
2021,D.M.R. North Central Garda Division,Controlled drug offences,1121.0,1458154
2021,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1116.0,1458154
2021,D.M.R. North Central Garda Division,Dangerous or negligent acts,1187.0,1458154
2021,D.M.R. North Central Garda Division,"Fraud, deception and related offences",777.0,1458154
2021,D.M.R. North Central Garda Division,Homicide & related offences,3.0,1458154
2021,D.M.R. North Central Garda Division,Kidnapping and related offences,6.0,1458154
2021,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",3062.0,1458154
2021,D.M.R. North Central Garda Division,Offences not elsewhere classified,158.0,1458154
2021,D.M.R. North Central Garda Division,Public order and other social code offences,3581.0,1458154
2021,D.M.R. North Central Garda Division,Road and traffic offences,2260.0,1458154
2021,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",233.0,1458154
2021,D.M.R. North Central Garda Division,Sexual offences,164.0,1458154
2021,D.M.R. North Central Garda Division,Theft and related offences,4136.0,1458154
2021,D.M.R. North Central Garda Division,Weapons and explosives offences,256.0,1458154
2021,D.M.R. Northern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1606.0,1458154
2021,D.M.R. Northern Garda Division,Burglary and related offences,614.0,1458154
2021,D.M.R. Northern Garda Division,Controlled drug offences,1297.0,1458154
2021,D.M.R. Northern Garda Division,Damage to property and to the environment  offences,1867.0,1458154
2021,D.M.R. Northern Garda Division,Dangerous or negligent acts,2075.0,1458154
2021,D.M.R. Northern Garda Division,"Fraud, deception and related offences",1287.0,1458154
2021,D.M.R. Northern Garda Division,Homicide & related offences,5.0,1458154
2021,D.M.R. Northern Garda Division,Kidnapping and related offences,6.0,1458154
2021,D.M.R. Northern Garda Division,"Offences against government, justice procedures and organisation of crime",529.0,1458154
2021,D.M.R. Northern Garda Division,Offences not elsewhere classified,111.0,1458154
2021,D.M.R. Northern Garda Division,Public order and other social code offences,5957.0,1458154
2021,D.M.R. Northern Garda Division,Road and traffic offences,3475.0,1458154
2021,D.M.R. Northern Garda Division,"Robbery, extortion and hijacking offences",245.0,1458154
2021,D.M.R. Northern Garda Division,Sexual offences,197.0,1458154
2021,D.M.R. Northern Garda Division,Theft and related offences,4901.0,1458154
2021,D.M.R. Northern Garda Division,Weapons and explosives offences,211.0,1458154
2021,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1011.0,1458154
2021,D.M.R. South Central Garda Division,Burglary and related offences,726.0,1458154
2021,D.M.R. South Central Garda Division,Controlled drug offences,975.0,1458154
2021,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,1054.0,1458154
2021,D.M.R. South Central Garda Division,Dangerous or negligent acts,778.0,1458154
2021,D.M.R. South Central Garda Division,"Fraud, deception and related offences",1007.0,1458154
2021,D.M.R. South Central Garda Division,Homicide & related offences,4.0,1458154
2021,D.M.R. South Central Garda Division,Kidnapping and related offences,10.0,1458154
2021,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",193.0,1458154
2021,D.M.R. South Central Garda Division,Offences not elsewhere classified,77.0,1458154
2021,D.M.R. South Central Garda Division,Public order and other social code offences,3352.0,1458154
