Year,Garda Division,Type of Offence,VALUE
2024,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",814.0
2024,Limerick Garda Division,Offences not elsewhere classified,121.0
2024,Limerick Garda Division,Public order and other social code offences,1211.0
2024,Limerick Garda Division,Road and traffic offences,2480.0
2024,Limerick Garda Division,"Robbery, extortion and hijacking offences",72.0
2024,Limerick Garda Division,Sexual offences,160.0
2024,Limerick Garda Division,Theft and related offences,3986.0
2024,Limerick Garda Division,Weapons and explosives offences,150.0
2025,Limerick Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",685.0
2025,Limerick Garda Division,Burglary and related offences,287.0
2025,Limerick Garda Division,Controlled drug offences,408.0
2025,Limerick Garda Division,Damage to property and to the environment  offences,708.0
2025,Limerick Garda Division,Dangerous or negligent acts,1087.0
2025,Limerick Garda Division,"Fraud, deception and related offences",0.0
2025,Limerick Garda Division,Homicide & related offences,1.0
2025,Limerick Garda Division,Kidnapping and related offences,5.0
2025,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",491.0
2025,Limerick Garda Division,Offences not elsewhere classified,76.0
2025,Limerick Garda Division,Public order and other social code offences,867.0
2025,Limerick Garda Division,Road and traffic offences,1455.0
2025,Limerick Garda Division,"Robbery, extortion and hijacking offences",57.0
2025,Limerick Garda Division,Sexual offences,125.0
2025,Limerick Garda Division,Theft and related offences,2714.0
2025,Limerick Garda Division,Weapons and explosives offences,109.0
