Quarter,Garda Division,Type of Offence,VALUE
2007Q1,Waterford Garda Division,Burglary and related offences,137.0
2007Q1,Waterford Garda Division,Controlled drug offences,290.0
2007Q1,Waterford Garda Division,Damage to property and to the environment  offences,374.0
2007Q1,Waterford Garda Division,Dangerous or negligent acts,411.0
2007Q1,Waterford Garda Division,"Fraud, deception and related offences",29.0
2007Q1,Waterford Garda Division,Homicide & related offences,0.0
2007Q1,Waterford Garda Division,Kidnapping and related offences,0.0
2007Q1,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",82.0
2007Q1,Waterford Garda Division,Offences not elsewhere classified,16.0
2007Q1,Waterford Garda Division,Public order and other social code offences,587.0
2007Q1,Waterford Garda Division,Road and traffic offences,1252.0
2007Q1,Waterford Garda Division,"Robbery, extortion and hijacking offences",15.0
2007Q1,Waterford Garda Division,Sexual offences,14.0
2007Q1,Waterford Garda Division,Theft and related offences,471.0
2007Q1,Waterford Garda Division,Weapons and explosives offences,24.0
2007Q2,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",168.0
2007Q2,Waterford Garda Division,Burglary and related offences,152.0
2007Q2,Waterford Garda Division,Controlled drug offences,251.0
2007Q2,Waterford Garda Division,Damage to property and to the environment  offences,340.0
2007Q2,Waterford Garda Division,Dangerous or negligent acts,451.0
2007Q2,Waterford Garda Division,"Fraud, deception and related offences",30.0
2007Q2,Waterford Garda Division,Homicide & related offences,0.0
2007Q2,Waterford Garda Division,Kidnapping and related offences,1.0
2007Q2,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",90.0
2007Q2,Waterford Garda Division,Offences not elsewhere classified,20.0
2007Q2,Waterford Garda Division,Public order and other social code offences,743.0
2007Q2,Waterford Garda Division,Road and traffic offences,1202.0
2007Q2,Waterford Garda Division,"Robbery, extortion and hijacking offences",17.0
2007Q2,Waterford Garda Division,Sexual offences,10.0
2007Q2,Waterford Garda Division,Theft and related offences,530.0
2007Q2,Waterford Garda Division,Weapons and explosives offences,26.0
2007Q3,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",178.0
2007Q3,Waterford Garda Division,Burglary and related offences,164.0
2007Q3,Waterford Garda Division,Controlled drug offences,125.0
2007Q3,Waterford Garda Division,Damage to property and to the environment  offences,325.0
2007Q3,Waterford Garda Division,Dangerous or negligent acts,416.0
2007Q3,Waterford Garda Division,"Fraud, deception and related offences",28.0
2007Q3,Waterford Garda Division,Homicide & related offences,0.0
2007Q3,Waterford Garda Division,Kidnapping and related offences,1.0
2007Q3,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",78.0
2007Q3,Waterford Garda Division,Offences not elsewhere classified,16.0
2007Q3,Waterford Garda Division,Public order and other social code offences,787.0
2007Q3,Waterford Garda Division,Road and traffic offences,1139.0
2007Q3,Waterford Garda Division,"Robbery, extortion and hijacking offences",15.0
2007Q3,Waterford Garda Division,Sexual offences,8.0
2007Q3,Waterford Garda Division,Theft and related offences,562.0
2007Q3,Waterford Garda Division,Weapons and explosives offences,24.0
2007Q4,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",172.0
2007Q4,Waterford Garda Division,Burglary and related offences,179.0
2007Q4,Waterford Garda Division,Controlled drug offences,140.0
2007Q4,Waterford Garda Division,Damage to property and to the environment  offences,354.0
2007Q4,Waterford Garda Division,Dangerous or negligent acts,317.0
2007Q4,Waterford Garda Division,"Fraud, deception and related offences",26.0
2007Q4,Waterford Garda Division,Homicide & related offences,2.0
2007Q4,Waterford Garda Division,Kidnapping and related offences,1.0
2007Q4,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",84.0
2007Q4,Waterford Garda Division,Offences not elsewhere classified,26.0
2007Q4,Waterford Garda Division,Public order and other social code offences,619.0
2007Q4,Waterford Garda Division,Road and traffic offences,902.0
2007Q4,Waterford Garda Division,"Robbery, extortion and hijacking offences",6.0
