Year,Garda Division,Type of Offence,VALUE
2012,Kilkenny-Carlow Garda Division,Theft and related offences,1797.0
2012,Kilkenny-Carlow Garda Division,Weapons and explosives offences,48.0
2013,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",414.0
2013,Kilkenny-Carlow Garda Division,Burglary and related offences,1062.0
2013,Kilkenny-Carlow Garda Division,Controlled drug offences,469.0
2013,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,671.0
2013,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1471.0
2013,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",103.0
2013,Kilkenny-Carlow Garda Division,Homicide & related offences,2.0
2013,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0
2013,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",155.0
2013,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,58.0
2013,Kilkenny-Carlow Garda Division,Public order and other social code offences,1586.0
2013,Kilkenny-Carlow Garda Division,Road and traffic offences,2550.0
2013,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",30.0
2013,Kilkenny-Carlow Garda Division,Sexual offences,77.0
2013,Kilkenny-Carlow Garda Division,Theft and related offences,1869.0
2013,Kilkenny-Carlow Garda Division,Weapons and explosives offences,70.0
2014,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",454.0
2014,Kilkenny-Carlow Garda Division,Burglary and related offences,931.0
2014,Kilkenny-Carlow Garda Division,Controlled drug offences,406.0
2014,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,642.0
2014,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1690.0
2014,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",91.0
2014,Kilkenny-Carlow Garda Division,Homicide & related offences,5.0
2014,Kilkenny-Carlow Garda Division,Kidnapping and related offences,3.0
2014,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",164.0
2014,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,82.0
2014,Kilkenny-Carlow Garda Division,Public order and other social code offences,1489.0
2014,Kilkenny-Carlow Garda Division,Road and traffic offences,2751.0
2014,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",30.0
2014,Kilkenny-Carlow Garda Division,Sexual offences,76.0
2014,Kilkenny-Carlow Garda Division,Theft and related offences,1824.0
2014,Kilkenny-Carlow Garda Division,Weapons and explosives offences,60.0
2015,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",506.0
2015,Kilkenny-Carlow Garda Division,Burglary and related offences,717.0
2015,Kilkenny-Carlow Garda Division,Controlled drug offences,381.0
2015,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,549.0
2015,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1685.0
2015,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",122.0
2015,Kilkenny-Carlow Garda Division,Homicide & related offences,0.0
2015,Kilkenny-Carlow Garda Division,Kidnapping and related offences,2.0
2015,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",225.0
2015,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,94.0
2015,Kilkenny-Carlow Garda Division,Public order and other social code offences,1177.0
2015,Kilkenny-Carlow Garda Division,Road and traffic offences,2159.0
2015,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",24.0
2015,Kilkenny-Carlow Garda Division,Sexual offences,70.0
2015,Kilkenny-Carlow Garda Division,Theft and related offences,1658.0
2015,Kilkenny-Carlow Garda Division,Weapons and explosives offences,39.0
2016,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",498.0
2016,Kilkenny-Carlow Garda Division,Burglary and related offences,432.0
2016,Kilkenny-Carlow Garda Division,Controlled drug offences,595.0
2016,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,532.0
2016,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1338.0
2016,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",161.0
2016,Kilkenny-Carlow Garda Division,Homicide & related offences,3.0
2016,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0
