Year,Garda Division,Type of Offence,VALUE
2007,Kerry Garda Division,"Insurance-failure to have, produce, display, etc. (1412)",563.0
2007,Kerry Garda Division,Kidnapping and related offences (05),1.0
2007,Kerry Garda Division,Light rail offences (Luas) (1443),0.0
2007,Kerry Garda Division,Liquor licensing offences (133),294.0
2007,Kerry Garda Division,Litter offences (1221),4.0
2007,Kerry Garda Division,Manslaughter (0112),0.0
2007,Kerry Garda Division,Murder (0111),1.0
2007,Kerry Garda Division,Murder-attempt (0311),0.0
2007,Kerry Garda Division,Obstruction under Road Traffic Acts (1432),6.0
2007,Kerry Garda Division,Offences against government and its agents (151),15.0
2007,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime (15)",235.0
2007,Kerry Garda Division,Offences not elsewhere classified (16),63.0
2007,Kerry Garda Division,"Offences while in custody, breach of court orders (157)",211.0
2007,Kerry Garda Division,Offensive weapons offences (n.e.c.) (113),59.0
2007,Kerry Garda Division,Organisation of crime and conspiracy to commit crime (152),1.0
2007,Kerry Garda Division,Other assault (035),400.0
2007,Kerry Garda Division,Other drug offences (103),23.0
2007,Kerry Garda Division,Other road offences (1433),1630.0
2007,Kerry Garda Division,Other sexual offences (022),0.0
2007,Kerry Garda Division,"Other thefts, handling stolen property (084)",699.0
2007,Kerry Garda Division,Perverting the course of justice (153),8.0
2007,Kerry Garda Division,Possession of a firearm (1122),0.0
2007,Kerry Garda Division,"Possession of an article (with intent to burgle, steal, demand) (0713)",0.0
2007,Kerry Garda Division,Possession of drugs for personal use (1022),352.0
2007,Kerry Garda Division,Possession of drugs for sale or supply (1021),86.0
2007,Kerry Garda Division,Prostitution offences (134),1.0
2007,Kerry Garda Division,Public order and other social code offences (13),2380.0
2007,Kerry Garda Division,Public service vehicle offences (1442),3.0
2007,Kerry Garda Division,Rape and sexual assault (021),37.0
2007,Kerry Garda Division,"Regulated betting/money, collection/trading offences (135)",3.0
2007,Kerry Garda Division,Road and traffic offences (14),3415.0
2007,Kerry Garda Division,Road transport - carriage of goods offences (1441),117.0
2007,Kerry Garda Division,Roadworthiness/regulatory offences (143),35.0
2007,Kerry Garda Division,Robbery from the person (0613),13.0
2007,Kerry Garda Division,Robbery of an establishment or institution (0611),9.0
2007,Kerry Garda Division,Robbery of cash or goods in transit (0612),0.0
2007,Kerry Garda Division,"Robbery, extortion and hijacking offences (06)",22.0
2007,Kerry Garda Division,Sexual offences (02),37.0
