Quarter,Garda Division,Type of Offence,VALUE
2008Q1,Wicklow Garda Division,Public order and other social code offences,426.0
2008Q1,Wicklow Garda Division,Road and traffic offences,940.0
2008Q1,Wicklow Garda Division,"Robbery, extortion and hijacking offences",12.0
2008Q1,Wicklow Garda Division,Sexual offences,6.0
2008Q1,Wicklow Garda Division,Theft and related offences,461.0
2008Q1,Wicklow Garda Division,Weapons and explosives offences,23.0
2008Q2,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",139.0
2008Q2,Wicklow Garda Division,Burglary and related offences,238.0
2008Q2,Wicklow Garda Division,Controlled drug offences,199.0
2008Q2,Wicklow Garda Division,Damage to property and to the environment  offences,360.0
2008Q2,Wicklow Garda Division,Dangerous or negligent acts,458.0
2008Q2,Wicklow Garda Division,"Fraud, deception and related offences",43.0
2008Q2,Wicklow Garda Division,Homicide & related offences,0.0
2008Q2,Wicklow Garda Division,Kidnapping and related offences,0.0
2008Q2,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",89.0
2008Q2,Wicklow Garda Division,Offences not elsewhere classified,22.0
2008Q2,Wicklow Garda Division,Public order and other social code offences,402.0
2008Q2,Wicklow Garda Division,Road and traffic offences,980.0
2008Q2,Wicklow Garda Division,"Robbery, extortion and hijacking offences",9.0
2008Q2,Wicklow Garda Division,Sexual offences,9.0
2008Q2,Wicklow Garda Division,Theft and related offences,664.0
2008Q2,Wicklow Garda Division,Weapons and explosives offences,22.0
2008Q3,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",147.0
2008Q3,Wicklow Garda Division,Burglary and related offences,228.0
2008Q3,Wicklow Garda Division,Controlled drug offences,228.0
2008Q3,Wicklow Garda Division,Damage to property and to the environment  offences,320.0
2008Q3,Wicklow Garda Division,Dangerous or negligent acts,366.0
2008Q3,Wicklow Garda Division,"Fraud, deception and related offences",27.0
2008Q3,Wicklow Garda Division,Homicide & related offences,0.0
2008Q3,Wicklow Garda Division,Kidnapping and related offences,0.0
2008Q3,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",82.0
2008Q3,Wicklow Garda Division,Offences not elsewhere classified,22.0
2008Q3,Wicklow Garda Division,Public order and other social code offences,404.0
2008Q3,Wicklow Garda Division,Road and traffic offences,1075.0
2008Q3,Wicklow Garda Division,"Robbery, extortion and hijacking offences",18.0
2008Q3,Wicklow Garda Division,Sexual offences,13.0
2008Q3,Wicklow Garda Division,Theft and related offences,541.0
2008Q3,Wicklow Garda Division,Weapons and explosives offences,32.0
2008Q4,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",160.0
2008Q4,Wicklow Garda Division,Burglary and related offences,298.0
2008Q4,Wicklow Garda Division,Controlled drug offences,197.0
2008Q4,Wicklow Garda Division,Damage to property and to the environment  offences,341.0
2008Q4,Wicklow Garda Division,Dangerous or negligent acts,320.0
2008Q4,Wicklow Garda Division,"Fraud, deception and related offences",35.0
2008Q4,Wicklow Garda Division,Homicide & related offences,0.0
2008Q4,Wicklow Garda Division,Kidnapping and related offences,1.0
2008Q4,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",69.0
2008Q4,Wicklow Garda Division,Offences not elsewhere classified,31.0
2008Q4,Wicklow Garda Division,Public order and other social code offences,390.0
2008Q4,Wicklow Garda Division,Road and traffic offences,1126.0
2008Q4,Wicklow Garda Division,"Robbery, extortion and hijacking offences",13.0
2008Q4,Wicklow Garda Division,Sexual offences,5.0
2008Q4,Wicklow Garda Division,Theft and related offences,500.0
2008Q4,Wicklow Garda Division,Weapons and explosives offences,24.0
2009Q1,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",163.0
2009Q1,Wicklow Garda Division,Burglary and related offences,257.0
2009Q1,Wicklow Garda Division,Controlled drug offences,221.0
2009Q1,Wicklow Garda Division,Damage to property and to the environment  offences,340.0
2009Q1,Wicklow Garda Division,Dangerous or negligent acts,330.0
2009Q1,Wicklow Garda Division,"Fraud, deception and related offences",33.0
2009Q1,Wicklow Garda Division,Homicide & related offences,0.0
2009Q1,Wicklow Garda Division,Kidnapping and related offences,1.0
2009Q1,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",80.0
2009Q1,Wicklow Garda Division,Offences not elsewhere classified,20.0
2009Q1,Wicklow Garda Division,Public order and other social code offences,425.0
2009Q1,Wicklow Garda Division,Road and traffic offences,1163.0
2009Q1,Wicklow Garda Division,"Robbery, extortion and hijacking offences",8.0
2009Q1,Wicklow Garda Division,Sexual offences,8.0
2009Q1,Wicklow Garda Division,Theft and related offences,552.0
2009Q1,Wicklow Garda Division,Weapons and explosives offences,40.0
2009Q2,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",155.0
2009Q2,Wicklow Garda Division,Burglary and related offences,261.0
2009Q2,Wicklow Garda Division,Controlled drug offences,213.0
2009Q2,Wicklow Garda Division,Damage to property and to the environment  offences,355.0
2009Q2,Wicklow Garda Division,Dangerous or negligent acts,395.0
2009Q2,Wicklow Garda Division,"Fraud, deception and related offences",31.0
2009Q2,Wicklow Garda Division,Homicide & related offences,1.0
2009Q2,Wicklow Garda Division,Kidnapping and related offences,0.0
2009Q2,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",109.0
2009Q2,Wicklow Garda Division,Offences not elsewhere classified,24.0
2009Q2,Wicklow Garda Division,Public order and other social code offences,422.0
2009Q2,Wicklow Garda Division,Road and traffic offences,1270.0
2009Q2,Wicklow Garda Division,"Robbery, extortion and hijacking offences",18.0
2009Q2,Wicklow Garda Division,Sexual offences,12.0
2009Q2,Wicklow Garda Division,Theft and related offences,774.0
2009Q2,Wicklow Garda Division,Weapons and explosives offences,32.0
2009Q3,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",135.0
