Quarter,Garda Division,Type of Offence,VALUE
2009Q2,Donegal Garda Division,Sexual offences,16.0
2009Q2,Donegal Garda Division,Theft and related offences,355.0
2009Q2,Donegal Garda Division,Weapons and explosives offences,28.0
2009Q3,Donegal Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",238.0
2009Q3,Donegal Garda Division,Burglary and related offences,141.0
2009Q3,Donegal Garda Division,Controlled drug offences,94.0
2009Q3,Donegal Garda Division,Damage to property and to the environment  offences,273.0
2009Q3,Donegal Garda Division,Dangerous or negligent acts,552.0
2009Q3,Donegal Garda Division,"Fraud, deception and related offences",54.0
2009Q3,Donegal Garda Division,Homicide & related offences,0.0
2009Q3,Donegal Garda Division,Kidnapping and related offences,1.0
2009Q3,Donegal Garda Division,"Offences against government, justice procedures and organisation of crime",32.0
2009Q3,Donegal Garda Division,Offences not elsewhere classified,31.0
2009Q3,Donegal Garda Division,Public order and other social code offences,568.0
2009Q3,Donegal Garda Division,Road and traffic offences,782.0
2009Q3,Donegal Garda Division,"Robbery, extortion and hijacking offences",6.0
2009Q3,Donegal Garda Division,Sexual offences,12.0
