Quarter,Garda Division,Type of Offence,VALUE
2008Q2,D.M.R. Northern Garda Division,Burglary and related offences,382.0
2008Q2,D.M.R. Northern Garda Division,Controlled drug offences,539.0
2008Q2,D.M.R. Northern Garda Division,Damage to property and to the environment  offences,860.0
2008Q2,D.M.R. Northern Garda Division,Dangerous or negligent acts,2559.0
2008Q2,D.M.R. Northern Garda Division,"Fraud, deception and related offences",131.0
2008Q2,D.M.R. Northern Garda Division,Homicide & related offences,1.0
2008Q2,D.M.R. Northern Garda Division,Kidnapping and related offences,3.0
2008Q2,D.M.R. Northern Garda Division,"Offences against government, justice procedures and organisation of crime",225.0
2008Q2,D.M.R. Northern Garda Division,Offences not elsewhere classified,89.0
2008Q2,D.M.R. Northern Garda Division,Public order and other social code offences,1060.0
2008Q2,D.M.R. Northern Garda Division,Road and traffic offences,3856.0
2008Q2,D.M.R. Northern Garda Division,"Robbery, extortion and hijacking offences",63.0
2008Q2,D.M.R. Northern Garda Division,Sexual offences,23.0
2008Q2,D.M.R. Northern Garda Division,Theft and related offences,1421.0
2008Q2,D.M.R. Northern Garda Division,Weapons and explosives offences,73.0
2008Q3,D.M.R. Northern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",288.0
2008Q3,D.M.R. Northern Garda Division,Burglary and related offences,383.0
2008Q3,D.M.R. Northern Garda Division,Controlled drug offences,562.0
2008Q3,D.M.R. Northern Garda Division,Damage to property and to the environment  offences,831.0
2008Q3,D.M.R. Northern Garda Division,Dangerous or negligent acts,1582.0
2008Q3,D.M.R. Northern Garda Division,"Fraud, deception and related offences",93.0
2008Q3,D.M.R. Northern Garda Division,Homicide & related offences,3.0
2008Q3,D.M.R. Northern Garda Division,Kidnapping and related offences,1.0
2008Q3,D.M.R. Northern Garda Division,"Offences against government, justice procedures and organisation of crime",231.0
2008Q3,D.M.R. Northern Garda Division,Offences not elsewhere classified,97.0
2008Q3,D.M.R. Northern Garda Division,Public order and other social code offences,977.0
2008Q3,D.M.R. Northern Garda Division,Road and traffic offences,3265.0
2008Q3,D.M.R. Northern Garda Division,"Robbery, extortion and hijacking offences",82.0
2008Q3,D.M.R. Northern Garda Division,Sexual offences,26.0
2008Q3,D.M.R. Northern Garda Division,Theft and related offences,1388.0
2008Q3,D.M.R. Northern Garda Division,Weapons and explosives offences,110.0
2008Q4,D.M.R. Northern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",282.0
2008Q4,D.M.R. Northern Garda Division,Burglary and related offences,517.0
2008Q4,D.M.R. Northern Garda Division,Controlled drug offences,590.0
